Id,StartTime,EndTime,MaintenanceLocationID,VehicleId
0,2024-04-30 06:00:00+00:00,2024-04-30 08:40:00+00:00,2,
1,2024-04-30 07:40:00+00:00,2024-04-30 10:20:00+00:00,2,
2,2024-04-30 09:20:00+00:00,2024-04-30 12:00:00+00:00,2,
3,2024-04-30 11:00:00+00:00,2024-04-30 13:40:00+00:00,2,
4,2024-04-30 12:40:00+00:00,2024-04-30 15:20:00+00:00,2,
5,2024-04-30 14:20:00+00:00,2024-04-30 17:00:00+00:00,2,
6,2024-04-30 16:00:00+00:00,2024-04-30 18:40:00+00:00,2,
7,2024-04-30 17:40:00+00:00,2024-04-30 20:20:00+00:00,2,
8,2024-05-01 06:00:00+00:00,2024-05-01 08:40:00+00:00,2,
9,2024-05-01 07:40:00+00:00,2024-05-01 10:20:00+00:00,2,
10,2024-05-01 09:20:00+00:00,2024-05-01 12:00:00+00:00,2,
11,2024-05-01 11:00:00+00:00,2024-05-01 13:40:00+00:00,2,
12,2024-05-01 12:40:00+00:00,2024-05-01 15:20:00+00:00,2,
13,2024-05-01 14:20:00+00:00,2024-05-01 17:00:00+00:00,2,
14,2024-05-01 16:00:00+00:00,2024-05-01 18:40:00+00:00,2,
15,2024-05-01 17:40:00+00:00,2024-05-01 20:20:00+00:00,2,
16,2024-05-02 06:00:00+00:00,2024-05-02 08:40:00+00:00,2,
17,2024-05-02 07:40:00+00:00,2024-05-02 10:20:00+00:00,2,
18,2024-05-02 09:20:00+00:00,2024-05-02 12:00:00+00:00,2,
19,2024-05-02 11:00:00+00:00,2024-05-02 13:40:00+00:00,2,
20,2024-05-02 12:40:00+00:00,2024-05-02 15:20:00+00:00,2,
21,2024-05-02 14:20:00+00:00,2024-05-02 17:00:00+00:00,2,
22,2024-05-02 16:00:00+00:00,2024-05-02 18:40:00+00:00,2,
23,2024-05-02 17:40:00+00:00,2024-05-02 20:20:00+00:00,2,
24,2024-05-03 06:00:00+00:00,2024-05-03 08:40:00+00:00,2,
25,2024-05-03 07:40:00+00:00,2024-05-03 10:20:00+00:00,2,
26,2024-05-03 09:20:00+00:00,2024-05-03 12:00:00+00:00,2,
27,2024-05-03 11:00:00+00:00,2024-05-03 13:40:00+00:00,2,
28,2024-05-03 12:40:00+00:00,2024-05-03 15:20:00+00:00,2,
29,2024-05-03 14:20:00+00:00,2024-05-03 17:00:00+00:00,2,
30,2024-05-03 16:00:00+00:00,2024-05-03 18:40:00+00:00,2,
31,2024-05-03 17:40:00+00:00,2024-05-03 20:20:00+00:00,2,
32,2024-05-04 06:00:00+00:00,2024-05-04 08:40:00+00:00,2,
33,2024-05-04 07:40:00+00:00,2024-05-04 10:20:00+00:00,2,
34,2024-05-04 09:20:00+00:00,2024-05-04 12:00:00+00:00,2,
35,2024-05-04 11:00:00+00:00,2024-05-04 13:40:00+00:00,2,
36,2024-05-04 12:40:00+00:00,2024-05-04 15:20:00+00:00,2,
37,2024-05-04 14:20:00+00:00,2024-05-04 17:00:00+00:00,2,
38,2024-05-04 16:00:00+00:00,2024-05-04 18:40:00+00:00,2,
39,2024-05-04 17:40:00+00:00,2024-05-04 20:20:00+00:00,2,
40,2024-05-05 06:00:00+00:00,2024-05-05 08:40:00+00:00,2,
41,2024-05-05 07:40:00+00:00,2024-05-05 10:20:00+00:00,2,
42,2024-05-05 09:20:00+00:00,2024-05-05 12:00:00+00:00,2,
43,2024-05-05 11:00:00+00:00,2024-05-05 13:40:00+00:00,2,
44,2024-05-05 12:40:00+00:00,2024-05-05 15:20:00+00:00,2,
45,2024-05-05 14:20:00+00:00,2024-05-05 17:00:00+00:00,2,
46,2024-05-05 16:00:00+00:00,2024-05-05 18:40:00+00:00,2,
47,2024-05-05 17:40:00+00:00,2024-05-05 20:20:00+00:00,2,
48,2024-05-06 06:00:00+00:00,2024-05-06 08:40:00+00:00,2,
49,2024-05-06 07:40:00+00:00,2024-05-06 10:20:00+00:00,2,
50,2024-05-06 09:20:00+00:00,2024-05-06 12:00:00+00:00,2,
51,2024-05-06 11:00:00+00:00,2024-05-06 13:40:00+00:00,2,
52,2024-05-06 12:40:00+00:00,2024-05-06 15:20:00+00:00,2,
53,2024-05-06 14:20:00+00:00,2024-05-06 17:00:00+00:00,2,
54,2024-05-06 16:00:00+00:00,2024-05-06 18:40:00+00:00,2,
55,2024-05-06 17:40:00+00:00,2024-05-06 20:20:00+00:00,2,
56,2024-05-07 06:00:00+00:00,2024-05-07 08:40:00+00:00,2,
57,2024-05-07 07:40:00+00:00,2024-05-07 10:20:00+00:00,2,
58,2024-05-07 09:20:00+00:00,2024-05-07 12:00:00+00:00,2,
59,2024-05-07 11:00:00+00:00,2024-05-07 13:40:00+00:00,2,
60,2024-05-07 12:40:00+00:00,2024-05-07 15:20:00+00:00,2,
61,2024-05-07 14:20:00+00:00,2024-05-07 17:00:00+00:00,2,
62,2024-05-07 16:00:00+00:00,2024-05-07 18:40:00+00:00,2,
63,2024-05-07 17:40:00+00:00,2024-05-07 20:20:00+00:00,2,
64,2024-05-08 06:00:00+00:00,2024-05-08 08:40:00+00:00,2,
65,2024-05-08 07:40:00+00:00,2024-05-08 10:20:00+00:00,2,
66,2024-05-08 09:20:00+00:00,2024-05-08 12:00:00+00:00,2,
67,2024-05-08 11:00:00+00:00,2024-05-08 13:40:00+00:00,2,
68,2024-05-08 12:40:00+00:00,2024-05-08 15:20:00+00:00,2,
69,2024-05-08 14:20:00+00:00,2024-05-08 17:00:00+00:00,2,
70,2024-05-08 16:00:00+00:00,2024-05-08 18:40:00+00:00,2,
71,2024-05-08 17:40:00+00:00,2024-05-08 20:20:00+00:00,2,
72,2024-05-09 06:00:00+00:00,2024-05-09 08:40:00+00:00,2,
73,2024-05-09 07:40:00+00:00,2024-05-09 10:20:00+00:00,2,
74,2024-05-09 09:20:00+00:00,2024-05-09 12:00:00+00:00,2,
75,2024-05-09 11:00:00+00:00,2024-05-09 13:40:00+00:00,2,
76,2024-05-09 12:40:00+00:00,2024-05-09 15:20:00+00:00,2,
77,2024-05-09 14:20:00+00:00,2024-05-09 17:00:00+00:00,2,
78,2024-05-09 16:00:00+00:00,2024-05-09 18:40:00+00:00,2,
79,2024-05-09 17:40:00+00:00,2024-05-09 20:20:00+00:00,2,
80,2024-05-10 06:00:00+00:00,2024-05-10 08:40:00+00:00,2,
81,2024-05-10 07:40:00+00:00,2024-05-10 10:20:00+00:00,2,
82,2024-05-10 09:20:00+00:00,2024-05-10 12:00:00+00:00,2,
83,2024-05-10 11:00:00+00:00,2024-05-10 13:40:00+00:00,2,
84,2024-05-10 12:40:00+00:00,2024-05-10 15:20:00+00:00,2,
85,2024-05-10 14:20:00+00:00,2024-05-10 17:00:00+00:00,2,
86,2024-05-10 16:00:00+00:00,2024-05-10 18:40:00+00:00,2,
87,2024-05-10 17:40:00+00:00,2024-05-10 20:20:00+00:00,2,
88,2024-05-11 06:00:00+00:00,2024-05-11 08:40:00+00:00,2,
89,2024-05-11 07:40:00+00:00,2024-05-11 10:20:00+00:00,2,
90,2024-05-11 09:20:00+00:00,2024-05-11 12:00:00+00:00,2,
91,2024-05-11 11:00:00+00:00,2024-05-11 13:40:00+00:00,2,
92,2024-05-11 12:40:00+00:00,2024-05-11 15:20:00+00:00,2,
93,2024-05-11 14:20:00+00:00,2024-05-11 17:00:00+00:00,2,
94,2024-05-11 16:00:00+00:00,2024-05-11 18:40:00+00:00,2,
95,2024-05-11 17:40:00+00:00,2024-05-11 20:20:00+00:00,2,
96,2024-05-12 06:00:00+00:00,2024-05-12 08:40:00+00:00,2,
97,2024-05-12 07:40:00+00:00,2024-05-12 10:20:00+00:00,2,
98,2024-05-12 09:20:00+00:00,2024-05-12 12:00:00+00:00,2,
99,2024-05-12 11:00:00+00:00,2024-05-12 13:40:00+00:00,2,
100,2024-05-12 12:40:00+00:00,2024-05-12 15:20:00+00:00,2,
101,2024-05-12 14:20:00+00:00,2024-05-12 17:00:00+00:00,2,
102,2024-05-12 16:00:00+00:00,2024-05-12 18:40:00+00:00,2,
103,2024-05-12 17:40:00+00:00,2024-05-12 20:20:00+00:00,2,
104,2024-05-13 06:00:00+00:00,2024-05-13 08:40:00+00:00,2,
105,2024-05-13 07:40:00+00:00,2024-05-13 10:20:00+00:00,2,
106,2024-05-13 09:20:00+00:00,2024-05-13 12:00:00+00:00,2,
107,2024-05-13 11:00:00+00:00,2024-05-13 13:40:00+00:00,2,
108,2024-05-13 12:40:00+00:00,2024-05-13 15:20:00+00:00,2,
109,2024-05-13 14:20:00+00:00,2024-05-13 17:00:00+00:00,2,
110,2024-05-13 16:00:00+00:00,2024-05-13 18:40:00+00:00,2,
111,2024-05-13 17:40:00+00:00,2024-05-13 20:20:00+00:00,2,
112,2024-05-14 06:00:00+00:00,2024-05-14 08:40:00+00:00,2,
113,2024-05-14 07:40:00+00:00,2024-05-14 10:20:00+00:00,2,
114,2024-05-14 09:20:00+00:00,2024-05-14 12:00:00+00:00,2,
115,2024-05-14 11:00:00+00:00,2024-05-14 13:40:00+00:00,2,
116,2024-05-14 12:40:00+00:00,2024-05-14 15:20:00+00:00,2,
117,2024-05-14 14:20:00+00:00,2024-05-14 17:00:00+00:00,2,
118,2024-05-14 16:00:00+00:00,2024-05-14 18:40:00+00:00,2,
119,2024-05-14 17:40:00+00:00,2024-05-14 20:20:00+00:00,2,
120,2024-05-15 06:00:00+00:00,2024-05-15 08:40:00+00:00,2,
121,2024-05-15 07:40:00+00:00,2024-05-15 10:20:00+00:00,2,
122,2024-05-15 09:20:00+00:00,2024-05-15 12:00:00+00:00,2,
123,2024-05-15 11:00:00+00:00,2024-05-15 13:40:00+00:00,2,
124,2024-05-15 12:40:00+00:00,2024-05-15 15:20:00+00:00,2,
125,2024-05-15 14:20:00+00:00,2024-05-15 17:00:00+00:00,2,
