Index,StartTime,EndTime,EndTimeOverlap,LBint,UBint,GAPint,NrSchedulesGenerated,NrUnassignedTrips,NrVehiclesRotation,MSecondsTotal,MSecondsMP,MSecondsPP,PPNetworkConstructionTime,PPNRSegments,MSecondsFilterMPVars,MSecondsFilterPPNodes,BranchingDepth,BranchingSize,Algorithm
0,2024-05-01 00:00:00+0000,2024-05-01 06:00:00+0000,2024-05-02 00:00:00+0000,125229,125229,3.48606e-16,4294967295,4,6,71,9,9,0,4,12,0,1,4,Trunc. CG -> Branch-and-Price (Depth-First)
1,2024-05-01 06:00:00+0000,2024-05-01 12:00:00+0000,2024-05-02 06:00:00+0000,46759.3,46759.3,0,4294967295,0,7,35,7,9,0,4,0,0,0,1,Root-Solved
2,2024-05-01 12:00:00+0000,2024-05-01 18:00:00+0000,2024-05-02 12:00:00+0000,84408.2,84408.2,0,4294967295,2,6,20,3,0,0,4,0,0,0,1,Root-Solved
3,2024-05-01 18:00:00+0000,2024-05-02 00:00:00+0000,2024-05-02 18:00:00+0000,84686.5,84686.5,0,4294967295,2,6,34,9,6,0,4,0,0,0,1,Root-Solved
4,2024-05-02 00:00:00+0000,2024-05-02 06:00:00+0000,2024-05-03 00:00:00+0000,68946.1,68946.1,0,4294967295,1,7,66,10,5,0,4,5,0,1,4,Trunc. CG -> Branch-and-Price (Depth-First)
5,2024-05-02 06:00:00+0000,2024-05-02 12:00:00+0000,2024-05-03 06:00:00+0000,47995.9,47995.9,0,4294967295,0,7,23,5,2,0,4,0,0,0,1,Root-Solved
6,2024-05-02 12:00:00+0000,2024-05-02 18:00:00+0000,2024-05-03 12:00:00+0000,84958.4,84958.4,0,4294967295,2,6,35,6,1,0,4,3,0,1,4,Trunc. CG -> Branch-and-Price (Depth-First)
7,2024-05-02 18:00:00+0000,2024-05-03 00:00:00+0000,2024-05-03 18:00:00+0000,84931.1,84931.1,0,4294967295,2,6,37,12,6,0,4,0,0,0,1,Root-Solved
8,2024-05-03 00:00:00+0000,2024-05-03 06:00:00+0000,2024-05-04 00:00:00+0000,68979.2,68979.2,0,4294967295,1,7,141,40,17,0,4,41,0,1,4,Trunc. CG -> Branch-and-Price (Depth-First)
9,2024-05-03 06:00:00+0000,2024-05-03 12:00:00+0000,2024-05-04 06:00:00+0000,48870.9,48870.9,0,4294967295,0,7,30,7,4,0,4,0,0,0,1,Root-Solved
10,2024-05-03 12:00:00+0000,2024-05-03 18:00:00+0000,2024-05-04 12:00:00+0000,85704,85704,0,4294967295,2,6,24,5,0,0,4,0,0,0,1,Root-Solved
11,2024-05-03 18:00:00+0000,2024-05-04 00:00:00+0000,2024-05-04 12:00:00+0000,80047.7,80047.7,0,4294967295,2,6,7,0,0,0,4,0,0,0,1,Root-Solved
12,2024-05-04 00:00:00+0000,2024-05-04 06:00:00+0000,2024-05-04 12:00:00+0000,71211.4,71211.4,0,4294967295,2,5,3,0,0,0,4,0,0,0,1,Root-Solved
13,2024-05-04 06:00:00+0000,2024-05-04 12:00:00+0000,2024-05-04 12:00:00+0000,69201.5,69201.5,0,4294967295,2,5,1,0,0,0,4,0,0,0,1,Root-Solved
