VehicleID,StartLocationID,EndLocationID,StartTime,EndTime,BatteryChange,SoC,DistanceLastMaintenance,Type
0,1,1,2024-05-01 00:00:00+0000,2024-05-01 00:00:00+0000,0,38,174,START_SCHEDULE
0,1,1,2024-05-01 04:16:00+0000,2024-05-01 04:16:00+0000,0,38,174,OUT_OF_ROTATION
0,1,1,2024-05-01 04:16:00+0000,2024-05-01 04:16:00+0000,0,38,174,DEADLEG
0,1,1,2024-05-01 04:40:00+0000,2024-05-01 04:45:00+0000,0,38,174,PUT_ON_CHARGE
0,1,1,2024-05-01 04:45:00+0000,2024-05-01 05:55:00+0000,0,213,174,CHARGING
0,1,1,2024-05-01 05:55:00+0000,2024-05-01 06:00:00+0000,0,213,174,TAKE_OFF_CHARGE
0,1,0,2024-05-01 06:00:00+0000,2024-05-01 06:00:00+0000,0,213,174,DEADLEG
0,0,3,2024-05-01 06:00:00+0000,2024-05-01 07:35:00+0000,0,121,274,TRIP
0,3,3,2024-05-01 07:35:00+0000,2024-05-01 07:35:00+0000,0,121,274,DEADLEG
0,3,0,2024-05-01 07:50:00+0000,2024-05-01 09:25:00+0000,0,38,365,TRIP
0,0,1,2024-05-01 09:25:00+0000,2024-05-01 09:25:00+0000,0,38,365,DEADLEG
0,1,1,2024-05-01 10:20:00+0000,2024-05-01 10:25:00+0000,0,38,365,PUT_ON_CHARGE
0,1,1,2024-05-01 10:25:00+0000,2024-05-01 11:35:00+0000,0,213,365,CHARGING
0,1,1,2024-05-01 11:35:00+0000,2024-05-01 11:40:00+0000,0,213,365,TAKE_OFF_CHARGE
0,1,0,2024-05-01 11:40:00+0000,2024-05-01 11:40:00+0000,0,213,365,DEADLEG
0,0,3,2024-05-01 11:42:00+0000,2024-05-01 13:17:00+0000,0,121,465,TRIP
0,3,3,2024-05-01 13:17:00+0000,2024-05-01 13:17:00+0000,0,121,465,DEADLEG
0,3,0,2024-05-01 13:32:00+0000,2024-05-01 15:07:00+0000,0,38,556,TRIP
0,0,1,2024-05-01 15:07:00+0000,2024-05-01 15:07:00+0000,0,38,556,DEADLEG
0,1,1,2024-05-01 16:00:00+0000,2024-05-01 16:05:00+0000,0,38,556,PUT_ON_CHARGE
0,1,1,2024-05-01 16:05:00+0000,2024-05-01 17:15:00+0000,0,213,556,CHARGING
0,1,1,2024-05-01 17:15:00+0000,2024-05-01 17:20:00+0000,0,213,556,TAKE_OFF_CHARGE
0,1,0,2024-05-01 17:20:00+0000,2024-05-01 17:20:00+0000,0,213,556,DEADLEG
0,0,3,2024-05-01 17:24:00+0000,2024-05-01 18:59:00+0000,0,121,656,TRIP
0,3,3,2024-05-01 18:59:00+0000,2024-05-01 18:59:00+0000,0,121,656,DEADLEG
0,3,0,2024-05-01 19:14:00+0000,2024-05-01 20:49:00+0000,0,38,747,TRIP
0,0,1,2024-05-01 20:49:00+0000,2024-05-01 20:49:00+0000,0,38,747,DEADLEG
0,1,1,2024-05-01 22:16:00+0000,2024-05-01 22:16:00+0000,0,38,747,OUT_OF_ROTATION
0,1,1,2024-05-01 22:16:00+0000,2024-05-01 22:16:00+0000,0,38,747,DEADLEG
0,1,1,2024-05-01 22:40:00+0000,2024-05-01 22:45:00+0000,0,38,747,PUT_ON_CHARGE
0,1,1,2024-05-01 22:45:00+0000,2024-05-01 23:55:00+0000,0,213,747,CHARGING
0,1,1,2024-05-01 23:55:00+0000,2024-05-02 00:00:00+0000,0,213,747,TAKE_OFF_CHARGE
0,1,0,2024-05-02 00:00:00+0000,2024-05-02 00:00:00+0000,0,213,747,DEADLEG
0,0,3,2024-05-02 00:03:00+0000,2024-05-02 01:38:00+0000,0,121,847,TRIP
0,3,3,2024-05-02 01:38:00+0000,2024-05-02 01:38:00+0000,0,121,847,DEADLEG
0,3,0,2024-05-02 01:53:00+0000,2024-05-02 03:28:00+0000,0,38,938,TRIP
0,0,1,2024-05-02 03:28:00+0000,2024-05-02 03:28:00+0000,0,38,938,DEADLEG
0,1,1,2024-05-02 04:25:00+0000,2024-05-02 04:30:00+0000,0,38,938,PUT_ON_CHARGE
0,1,1,2024-05-02 04:30:00+0000,2024-05-02 05:45:00+0000,0,225,938,CHARGING
0,1,1,2024-05-02 05:45:00+0000,2024-05-02 05:50:00+0000,0,225,938,TAKE_OFF_CHARGE
0,1,2,2024-05-02 05:50:00+0000,2024-05-02 05:58:00+0000,0,221,943,DEADLEG
0,2,2,2024-05-02 06:00:00+0000,2024-05-02 08:40:00+0000,0,221,0,MAINTENANCE
0,2,0,2024-05-02 08:40:00+0000,2024-05-02 08:48:00+0000,0,217,5,DEADLEG
0,0,3,2024-05-02 08:51:00+0000,2024-05-02 10:26:00+0000,0,125,105,TRIP
0,3,3,2024-05-02 10:26:00+0000,2024-05-02 10:26:00+0000,0,125,105,DEADLEG
0,3,0,2024-05-02 10:41:00+0000,2024-05-02 12:16:00+0000,0,42,196,TRIP
0,0,1,2024-05-02 12:16:00+0000,2024-05-02 12:16:00+0000,0,42,196,DEADLEG
0,1,1,2024-05-02 13:10:00+0000,2024-05-02 13:15:00+0000,0,42,196,PUT_ON_CHARGE
0,1,1,2024-05-02 13:15:00+0000,2024-05-02 14:25:00+0000,0,217,196,CHARGING
0,1,1,2024-05-02 14:25:00+0000,2024-05-02 14:30:00+0000,0,217,196,TAKE_OFF_CHARGE
0,1,0,2024-05-02 14:30:00+0000,2024-05-02 14:30:00+0000,0,217,196,DEADLEG
0,0,3,2024-05-02 14:33:00+0000,2024-05-02 16:08:00+0000,0,125,296,TRIP
0,3,3,2024-05-02 16:08:00+0000,2024-05-02 16:08:00+0000,0,125,296,DEADLEG
0,3,0,2024-05-02 16:23:00+0000,2024-05-02 17:58:00+0000,0,42,387,TRIP
0,0,1,2024-05-02 17:58:00+0000,2024-05-02 17:58:00+0000,0,42,387,DEADLEG
0,1,1,2024-05-02 18:55:00+0000,2024-05-02 19:00:00+0000,0,42,387,PUT_ON_CHARGE
0,1,1,2024-05-02 19:00:00+0000,2024-05-02 20:10:00+0000,0,217,387,CHARGING
0,1,1,2024-05-02 20:10:00+0000,2024-05-02 20:15:00+0000,0,217,387,TAKE_OFF_CHARGE
0,1,0,2024-05-02 20:15:00+0000,2024-05-02 20:15:00+0000,0,217,387,DEADLEG
0,0,3,2024-05-02 20:15:00+0000,2024-05-02 21:50:00+0000,0,125,487,TRIP
0,3,3,2024-05-02 21:50:00+0000,2024-05-02 21:50:00+0000,0,125,487,DEADLEG
0,3,0,2024-05-02 22:05:00+0000,2024-05-02 23:40:00+0000,0,42,578,TRIP
0,0,1,2024-05-02 23:40:00+0000,2024-05-02 23:40:00+0000,0,42,578,DEADLEG
0,1,1,2024-05-03 04:18:00+0000,2024-05-03 04:18:00+0000,0,42,578,OUT_OF_ROTATION
0,1,1,2024-05-03 04:18:00+0000,2024-05-03 04:18:00+0000,0,42,578,DEADLEG
0,1,1,2024-05-03 06:25:00+0000,2024-05-03 06:30:00+0000,0,42,578,PUT_ON_CHARGE
0,1,1,2024-05-03 06:30:00+0000,2024-05-03 07:45:00+0000,0,229,578,CHARGING
