Index,StartTime,EndTime,EndTimeOverlap,LBint,UBint,GAPint,NrSchedulesGenerated,NrUnassignedTrips,NrVehiclesRotation,MSecondsTotal,MSecondsMP,MSecondsPP,PPNetworkConstructionTime,PPNRSegments,MSecondsFilterMPVars,MSecondsFilterPPNodes,BranchingDepth,BranchingSize,Algorithm
0,2024-05-01 00:00:00+0000,2024-05-01 06:00:00+0000,2024-05-02 00:00:00+0000,115909,115909,0,4294967295,4,5,36,4,9,0,4,0,0,0,1,Root-Solved
1,2024-05-01 06:00:00+0000,2024-05-01 12:00:00+0000,2024-05-02 06:00:00+0000,38177.9,38177.9,1.9058e-14,4294967295,0,5,26,4,0,0,4,0,0,1,4,Trunc. CG -> Branch-and-Price (Depth-First)
2,2024-05-01 12:00:00+0000,2024-05-01 18:00:00+0000,2024-05-02 12:00:00+0000,57234.8,57766.2,0.00919895,4294967295,1,5,69,18,1,0,4,11,0,2,6,Trunc. CG -> Branch-and-Price (Depth-First)
3,2024-05-01 18:00:00+0000,2024-05-02 00:00:00+0000,2024-05-02 18:00:00+0000,59064.4,59492.4,0.00719335,4294967295,1,5,68,6,5,0,4,1,0,4,14,Trunc. CG -> Branch-and-Price (Depth-First)
4,2024-05-02 00:00:00+0000,2024-05-02 06:00:00+0000,2024-05-03 00:00:00+0000,61157.2,61157.2,0,4294967295,1,6,119,14,5,3,4,15,0,7,16,Trunc. CG -> Branch-and-Price (Depth-First)
5,2024-05-02 06:00:00+0000,2024-05-02 12:00:00+0000,2024-05-03 06:00:00+0000,40242.1,40242.1,0,4294967295,0,6,54,8,1,0,4,19,0,1,4,Trunc. CG -> Branch-and-Price (Depth-First)
6,2024-05-02 12:00:00+0000,2024-05-02 18:00:00+0000,2024-05-03 12:00:00+0000,55226.9,55226.9,0,4294967295,1,5,9,0,0,0,4,0,0,0,1,Root-Solved
7,2024-05-02 18:00:00+0000,2024-05-03 00:00:00+0000,2024-05-03 18:00:00+0000,55679.4,55679.4,2.61352e-16,4294967295,1,5,19,2,1,0,4,0,0,0,1,Root-Solved
8,2024-05-03 00:00:00+0000,2024-05-03 06:00:00+0000,2024-05-04 00:00:00+0000,57705,57705,0,4294967295,1,5,15,2,0,0,4,0,0,0,1,Root-Solved
9,2024-05-03 06:00:00+0000,2024-05-03 12:00:00+0000,2024-05-04 06:00:00+0000,40426.6,40426.6,0,4294967295,0,5,52,15,1,0,4,3,0,1,4,Trunc. CG -> Branch-and-Price (Depth-First)
10,2024-05-03 12:00:00+0000,2024-05-03 18:00:00+0000,2024-05-04 12:00:00+0000,59145.5,59737.9,0.00991726,4294967295,1,5,161,55,1,0,4,23,0,7,24,Trunc. CG -> Branch-and-Price (Depth-First)
11,2024-05-03 18:00:00+0000,2024-05-04 00:00:00+0000,2024-05-04 12:00:00+0000,53109.4,53109.4,0,4294967295,1,4,4,0,0,0,4,0,0,0,1,Root-Solved
12,2024-05-04 00:00:00+0000,2024-05-04 06:00:00+0000,2024-05-04 12:00:00+0000,46538.2,46538.2,0,4294967295,1,4,2,0,0,0,4,0,0,0,1,Root-Solved
13,2024-05-04 06:00:00+0000,2024-05-04 12:00:00+0000,2024-05-04 12:00:00+0000,43741.3,43741.3,0,4294967295,1,4,1,0,0,0,4,0,0,0,1,Root-Solved
