Id,StartTime,EndTime,MaintenanceLocationID,VehicleId
0,2024-04-30 06:00:00+00:00,2024-04-30 08:40:00+00:00,2,
1,2024-04-30 06:40:00+00:00,2024-04-30 09:20:00+00:00,2,
2,2024-04-30 07:20:00+00:00,2024-04-30 10:00:00+00:00,2,
3,2024-04-30 08:00:00+00:00,2024-04-30 10:40:00+00:00,2,
4,2024-04-30 08:40:00+00:00,2024-04-30 11:20:00+00:00,2,
5,2024-04-30 09:20:00+00:00,2024-04-30 12:00:00+00:00,2,
6,2024-04-30 10:00:00+00:00,2024-04-30 12:40:00+00:00,2,
7,2024-04-30 10:40:00+00:00,2024-04-30 13:20:00+00:00,2,
8,2024-04-30 11:20:00+00:00,2024-04-30 14:00:00+00:00,2,
9,2024-04-30 12:00:00+00:00,2024-04-30 14:40:00+00:00,2,
10,2024-04-30 12:40:00+00:00,2024-04-30 15:20:00+00:00,2,
11,2024-04-30 13:20:00+00:00,2024-04-30 16:00:00+00:00,2,
12,2024-04-30 14:00:00+00:00,2024-04-30 16:40:00+00:00,2,
13,2024-04-30 14:40:00+00:00,2024-04-30 17:20:00+00:00,2,
14,2024-04-30 15:20:00+00:00,2024-04-30 18:00:00+00:00,2,
15,2024-04-30 16:00:00+00:00,2024-04-30 18:40:00+00:00,2,
16,2024-04-30 16:40:00+00:00,2024-04-30 19:20:00+00:00,2,
17,2024-04-30 17:20:00+00:00,2024-04-30 20:00:00+00:00,2,
18,2024-04-30 18:00:00+00:00,2024-04-30 20:40:00+00:00,2,
19,2024-04-30 18:40:00+00:00,2024-04-30 21:20:00+00:00,2,
20,2024-05-01 06:00:00+00:00,2024-05-01 08:40:00+00:00,2,
21,2024-05-01 06:40:00+00:00,2024-05-01 09:20:00+00:00,2,
22,2024-05-01 07:20:00+00:00,2024-05-01 10:00:00+00:00,2,
23,2024-05-01 08:00:00+00:00,2024-05-01 10:40:00+00:00,2,
24,2024-05-01 08:40:00+00:00,2024-05-01 11:20:00+00:00,2,
25,2024-05-01 09:20:00+00:00,2024-05-01 12:00:00+00:00,2,
26,2024-05-01 10:00:00+00:00,2024-05-01 12:40:00+00:00,2,
27,2024-05-01 10:40:00+00:00,2024-05-01 13:20:00+00:00,2,
28,2024-05-01 11:20:00+00:00,2024-05-01 14:00:00+00:00,2,
29,2024-05-01 12:00:00+00:00,2024-05-01 14:40:00+00:00,2,
30,2024-05-01 12:40:00+00:00,2024-05-01 15:20:00+00:00,2,
31,2024-05-01 13:20:00+00:00,2024-05-01 16:00:00+00:00,2,
32,2024-05-01 14:00:00+00:00,2024-05-01 16:40:00+00:00,2,
33,2024-05-01 14:40:00+00:00,2024-05-01 17:20:00+00:00,2,
34,2024-05-01 15:20:00+00:00,2024-05-01 18:00:00+00:00,2,
35,2024-05-01 16:00:00+00:00,2024-05-01 18:40:00+00:00,2,
36,2024-05-01 16:40:00+00:00,2024-05-01 19:20:00+00:00,2,
37,2024-05-01 17:20:00+00:00,2024-05-01 20:00:00+00:00,2,
38,2024-05-01 18:00:00+00:00,2024-05-01 20:40:00+00:00,2,
39,2024-05-01 18:40:00+00:00,2024-05-01 21:20:00+00:00,2,
40,2024-05-02 06:00:00+00:00,2024-05-02 08:40:00+00:00,2,
41,2024-05-02 06:40:00+00:00,2024-05-02 09:20:00+00:00,2,
42,2024-05-02 07:20:00+00:00,2024-05-02 10:00:00+00:00,2,
43,2024-05-02 08:00:00+00:00,2024-05-02 10:40:00+00:00,2,
44,2024-05-02 08:40:00+00:00,2024-05-02 11:20:00+00:00,2,
45,2024-05-02 09:20:00+00:00,2024-05-02 12:00:00+00:00,2,
46,2024-05-02 10:00:00+00:00,2024-05-02 12:40:00+00:00,2,
47,2024-05-02 10:40:00+00:00,2024-05-02 13:20:00+00:00,2,
48,2024-05-02 11:20:00+00:00,2024-05-02 14:00:00+00:00,2,
49,2024-05-02 12:00:00+00:00,2024-05-02 14:40:00+00:00,2,
50,2024-05-02 12:40:00+00:00,2024-05-02 15:20:00+00:00,2,
51,2024-05-02 13:20:00+00:00,2024-05-02 16:00:00+00:00,2,
52,2024-05-02 14:00:00+00:00,2024-05-02 16:40:00+00:00,2,
53,2024-05-02 14:40:00+00:00,2024-05-02 17:20:00+00:00,2,
54,2024-05-02 15:20:00+00:00,2024-05-02 18:00:00+00:00,2,
55,2024-05-02 16:00:00+00:00,2024-05-02 18:40:00+00:00,2,
56,2024-05-02 16:40:00+00:00,2024-05-02 19:20:00+00:00,2,
57,2024-05-02 17:20:00+00:00,2024-05-02 20:00:00+00:00,2,
58,2024-05-02 18:00:00+00:00,2024-05-02 20:40:00+00:00,2,
59,2024-05-02 18:40:00+00:00,2024-05-02 21:20:00+00:00,2,
60,2024-05-03 06:00:00+00:00,2024-05-03 08:40:00+00:00,2,
61,2024-05-03 06:40:00+00:00,2024-05-03 09:20:00+00:00,2,
62,2024-05-03 07:20:00+00:00,2024-05-03 10:00:00+00:00,2,
63,2024-05-03 08:00:00+00:00,2024-05-03 10:40:00+00:00,2,
64,2024-05-03 08:40:00+00:00,2024-05-03 11:20:00+00:00,2,
65,2024-05-03 09:20:00+00:00,2024-05-03 12:00:00+00:00,2,
66,2024-05-03 10:00:00+00:00,2024-05-03 12:40:00+00:00,2,
67,2024-05-03 10:40:00+00:00,2024-05-03 13:20:00+00:00,2,
68,2024-05-03 11:20:00+00:00,2024-05-03 14:00:00+00:00,2,
