Index,StartTime,EndTime,EndTimeOverlap,LBint,UBint,GAPint,NrSchedulesGenerated,NrUnassignedTrips,NrVehiclesRotation,MSecondsTotal,MSecondsMP,MSecondsPP,PPNetworkConstructionTime,PPNRSegments,MSecondsFilterMPVars,MSecondsFilterPPNodes,BranchingDepth,BranchingSize,Algorithm
0,2024-05-01 00:00:00+0000,2024-05-01 06:00:00+0000,2024-05-02 00:00:00+0000,115909,115909,0,4294967295,4,5,35,5,8,0,4,0,0,0,1,Root-Solved
1,2024-05-01 06:00:00+0000,2024-05-01 12:00:00+0000,2024-05-02 06:00:00+0000,37924.4,38177.9,0.0066407,4294967295,0,5,61,12,0,0,4,0,0,1,3,Trunc. CG -> Branch-and-Price (Best-First)
2,2024-05-01 12:00:00+0000,2024-05-01 18:00:00+0000,2024-05-02 12:00:00+0000,57336.3,57766.2,0.00744138,4294967295,1,5,307,150,3,0,4,62,0,2,6,Trunc. CG -> Branch-and-Price (Best-First)
3,2024-05-01 18:00:00+0000,2024-05-02 00:00:00+0000,2024-05-02 18:00:00+0000,59282.8,59344.1,0.00103249,4294967295,1,5,133,25,5,0,4,2,0,2,5,Trunc. CG -> Branch-and-Price (Best-First)
4,2024-05-02 00:00:00+0000,2024-05-02 06:00:00+0000,2024-05-03 00:00:00+0000,60174.5,60657.5,0.0079635,4294967295,1,6,81,16,7,0,4,2,0,1,4,Trunc. CG -> Branch-and-Price (Best-First)
5,2024-05-02 06:00:00+0000,2024-05-02 12:00:00+0000,2024-05-03 06:00:00+0000,40685.9,40841.1,0.00379829,4294967295,0,6,102,29,6,0,4,4,0,1,3,Trunc. CG -> Branch-and-Price (Best-First)
6,2024-05-02 12:00:00+0000,2024-05-02 18:00:00+0000,2024-05-03 12:00:00+0000,55226.9,55226.9,0,4294967295,1,5,11,1,0,0,4,0,0,0,1,Root-Solved
7,2024-05-02 18:00:00+0000,2024-05-03 00:00:00+0000,2024-05-03 18:00:00+0000,56278.3,56278.3,2.5857e-16,4294967295,1,5,22,3,3,0,4,0,0,0,1,Root-Solved
8,2024-05-03 00:00:00+0000,2024-05-03 06:00:00+0000,2024-05-04 00:00:00+0000,57405.5,57405.5,0,4294967295,1,5,16,1,2,0,4,0,0,0,1,Root-Solved
9,2024-05-03 06:00:00+0000,2024-05-03 12:00:00+0000,2024-05-04 06:00:00+0000,38967.3,38967.3,0,4294967295,0,5,108,32,5,0,4,3,0,1,4,Trunc. CG -> Branch-and-Price (Best-First)
10,2024-05-03 12:00:00+0000,2024-05-03 18:00:00+0000,2024-05-04 12:00:00+0000,58570.1,58870,0.00509475,4294967295,1,5,372,202,5,0,4,70,0,2,5,Trunc. CG -> Branch-and-Price (Best-First)
11,2024-05-03 18:00:00+0000,2024-05-04 00:00:00+0000,2024-05-04 12:00:00+0000,51650.2,51650.2,0,4294967295,1,4,8,0,0,0,4,0,0,0,1,Root-Solved
12,2024-05-04 00:00:00+0000,2024-05-04 06:00:00+0000,2024-05-04 12:00:00+0000,46246.4,46246.4,0,4294967295,1,4,2,0,0,0,4,0,0,0,1,Root-Solved
13,2024-05-04 06:00:00+0000,2024-05-04 12:00:00+0000,2024-05-04 12:00:00+0000,43449.5,43449.5,0,4294967295,1,4,1,0,0,0,4,0,0,0,1,Root-Solved
