VehicleID,StartLocationID,EndLocationID,StartTime,EndTime,BatteryChange,SoC,DistanceLastMaintenance,Type
0,1,1,2024-05-01 00:00:00+0000,2024-05-01 00:00:00+0000,0,38,174,START_SCHEDULE
0,1,1,2024-05-01 04:16:00+0000,2024-05-01 04:16:00+0000,0,38,174,OUT_OF_ROTATION
0,1,1,2024-05-01 04:16:00+0000,2024-05-01 04:16:00+0000,0,38,174,DEADLEG
0,1,1,2024-05-01 05:50:00+0000,2024-05-01 05:55:00+0000,0,38,174,PUT_ON_CHARGE
0,1,1,2024-05-01 05:55:00+0000,2024-05-01 07:05:00+0000,0,213,174,CHARGING
0,1,1,2024-05-01 07:05:00+0000,2024-05-01 07:10:00+0000,0,213,174,TAKE_OFF_CHARGE
0,1,0,2024-05-01 07:10:00+0000,2024-05-01 07:10:00+0000,0,213,174,DEADLEG
0,0,3,2024-05-01 07:12:00+0000,2024-05-01 08:47:00+0000,0,121,274,TRIP
0,3,3,2024-05-01 08:47:00+0000,2024-05-01 08:47:00+0000,0,121,274,DEADLEG
0,3,0,2024-05-01 09:02:00+0000,2024-05-01 10:37:00+0000,0,38,365,TRIP
0,0,1,2024-05-01 10:37:00+0000,2024-05-01 10:37:00+0000,0,38,365,DEADLEG
0,1,1,2024-05-01 10:40:00+0000,2024-05-01 10:45:00+0000,0,38,365,PUT_ON_CHARGE
0,1,1,2024-05-01 10:45:00+0000,2024-05-01 11:55:00+0000,0,213,365,CHARGING
0,1,1,2024-05-01 11:55:00+0000,2024-05-01 12:00:00+0000,0,213,365,TAKE_OFF_CHARGE
0,1,0,2024-05-01 12:00:00+0000,2024-05-01 12:00:00+0000,0,213,365,DEADLEG
0,0,3,2024-05-01 12:00:00+0000,2024-05-01 13:35:00+0000,0,121,465,TRIP
0,3,3,2024-05-01 13:35:00+0000,2024-05-01 13:35:00+0000,0,121,465,DEADLEG
0,3,0,2024-05-01 13:50:00+0000,2024-05-01 15:25:00+0000,0,38,556,TRIP
0,0,1,2024-05-01 15:25:00+0000,2024-05-01 15:25:00+0000,0,38,556,DEADLEG
0,1,1,2024-05-01 15:25:00+0000,2024-05-01 15:30:00+0000,0,38,556,PUT_ON_CHARGE
0,1,1,2024-05-01 15:30:00+0000,2024-05-01 16:40:00+0000,0,213,556,CHARGING
0,1,1,2024-05-01 16:40:00+0000,2024-05-01 16:45:00+0000,0,213,556,TAKE_OFF_CHARGE
0,1,0,2024-05-01 16:45:00+0000,2024-05-01 16:45:00+0000,0,213,556,DEADLEG
0,0,3,2024-05-01 16:48:00+0000,2024-05-01 18:23:00+0000,0,121,656,TRIP
0,3,3,2024-05-01 18:23:00+0000,2024-05-01 18:23:00+0000,0,121,656,DEADLEG
0,3,0,2024-05-01 18:38:00+0000,2024-05-01 20:13:00+0000,0,38,747,TRIP
0,0,1,2024-05-01 20:13:00+0000,2024-05-01 20:13:00+0000,0,38,747,DEADLEG
0,1,1,2024-05-01 20:15:00+0000,2024-05-01 20:20:00+0000,0,38,747,PUT_ON_CHARGE
0,1,1,2024-05-01 20:20:00+0000,2024-05-01 21:30:00+0000,0,213,747,CHARGING
0,1,1,2024-05-01 21:30:00+0000,2024-05-01 21:35:00+0000,0,213,747,TAKE_OFF_CHARGE
0,1,0,2024-05-01 21:35:00+0000,2024-05-01 21:35:00+0000,0,213,747,DEADLEG
0,0,3,2024-05-01 21:36:00+0000,2024-05-01 23:11:00+0000,0,121,847,TRIP
0,3,3,2024-05-01 23:11:00+0000,2024-05-01 23:11:00+0000,0,121,847,DEADLEG
0,3,0,2024-05-01 23:26:00+0000,2024-05-02 01:01:00+0000,0,38,938,TRIP
0,0,1,2024-05-02 01:01:00+0000,2024-05-02 01:01:00+0000,0,38,938,DEADLEG
0,1,1,2024-05-02 04:16:00+0000,2024-05-02 04:16:00+0000,0,38,938,OUT_OF_ROTATION
0,1,1,2024-05-02 04:16:00+0000,2024-05-02 04:16:00+0000,0,38,938,DEADLEG
0,1,1,2024-05-02 06:40:00+0000,2024-05-02 06:45:00+0000,0,38,938,PUT_ON_CHARGE
0,1,1,2024-05-02 06:45:00+0000,2024-05-02 08:00:00+0000,0,225,938,CHARGING
0,1,1,2024-05-02 08:00:00+0000,2024-05-02 08:05:00+0000,0,225,938,TAKE_OFF_CHARGE
0,1,2,2024-05-02 08:05:00+0000,2024-05-02 08:13:00+0000,0,221,943,DEADLEG
0,2,2,2024-05-02 08:13:00+0000,2024-05-02 10:53:00+0000,0,221,0,MAINTENANCE
0,2,0,2024-05-02 10:53:00+0000,2024-05-02 11:01:00+0000,0,217,5,DEADLEG
0,0,3,2024-05-02 12:00:00+0000,2024-05-02 13:35:00+0000,0,125,105,TRIP
0,3,3,2024-05-02 13:35:00+0000,2024-05-02 13:35:00+0000,0,125,105,DEADLEG
0,3,0,2024-05-02 13:50:00+0000,2024-05-02 15:25:00+0000,0,42,196,TRIP
0,0,1,2024-05-02 15:25:00+0000,2024-05-02 15:25:00+0000,0,42,196,DEADLEG
0,1,1,2024-05-02 15:25:00+0000,2024-05-02 15:30:00+0000,0,42,196,PUT_ON_CHARGE
0,1,1,2024-05-02 15:30:00+0000,2024-05-02 16:40:00+0000,0,217,196,CHARGING
0,1,1,2024-05-02 16:40:00+0000,2024-05-02 16:45:00+0000,0,217,196,TAKE_OFF_CHARGE
0,1,0,2024-05-02 16:45:00+0000,2024-05-02 16:45:00+0000,0,217,196,DEADLEG
0,0,3,2024-05-02 16:48:00+0000,2024-05-02 18:23:00+0000,0,125,296,TRIP
0,3,3,2024-05-02 18:23:00+0000,2024-05-02 18:23:00+0000,0,125,296,DEADLEG
0,3,0,2024-05-02 18:38:00+0000,2024-05-02 20:13:00+0000,0,42,387,TRIP
0,0,1,2024-05-02 20:13:00+0000,2024-05-02 20:13:00+0000,0,42,387,DEADLEG
0,1,1,2024-05-02 20:15:00+0000,2024-05-02 20:20:00+0000,0,42,387,PUT_ON_CHARGE
0,1,1,2024-05-02 20:20:00+0000,2024-05-02 21:30:00+0000,0,217,387,CHARGING
0,1,1,2024-05-02 21:30:00+0000,2024-05-02 21:35:00+0000,0,217,387,TAKE_OFF_CHARGE
0,1,0,2024-05-02 21:35:00+0000,2024-05-02 21:35:00+0000,0,217,387,DEADLEG
0,0,3,2024-05-02 21:36:00+0000,2024-05-02 23:11:00+0000,0,125,487,TRIP
0,3,3,2024-05-02 23:11:00+0000,2024-05-02 23:11:00+0000,0,125,487,DEADLEG
0,3,0,2024-05-02 23:26:00+0000,2024-05-03 01:01:00+0000,0,42,578,TRIP
0,0,1,2024-05-03 01:01:00+0000,2024-05-03 01:01:00+0000,0,42,578,DEADLEG
0,1,1,2024-05-03 02:35:00+0000,2024-05-03 02:40:00+0000,0,42,578,PUT_ON_CHARGE
0,1,1,2024-05-03 02:40:00+0000,2024-05-03 03:55:00+0000,0,229,578,CHARGING
0,1,1,2024-05-03 03:55:00+0000,2024-05-03 04:00:00+0000,0,229,578,TAKE_OFF_CHARGE
0,1,0,2024-05-03 04:00:00+0000,2024-05-03 04:00:00+0000,0,229,578,DEADLEG
