Index,StartTime,EndTime,EndTimeOverlap,LBint,UBint,GAPint,NrSchedulesGenerated,NrUnassignedTrips,NrVehiclesRotation,MSecondsTotal,MSecondsMP,MSecondsPP,PPNetworkConstructionTime,PPNRSegments,MSecondsFilterMPVars,MSecondsFilterPPNodes,BranchingDepth,BranchingSize,Algorithm
0,2024-05-01 00:00:00+0000,2024-05-01 06:00:00+0000,2024-05-02 00:00:00+0000,115419,115909,0.0042251,4294967295,4,5,32,5,8,0,4,0,0,0,1,Trunc. CG
1,2024-05-01 06:00:00+0000,2024-05-01 12:00:00+0000,2024-05-02 06:00:00+0000,37842.5,38177.9,0.00878568,4294967295,0,5,15,1,0,0,4,0,0,1,2,Trunc. CG
2,2024-05-01 12:00:00+0000,2024-05-01 18:00:00+0000,2024-05-02 12:00:00+0000,57048.4,57766.2,0.0124251,4294967295,1,5,57,8,1,0,4,14,0,5,6,Trunc. CG
3,2024-05-01 18:00:00+0000,2024-05-02 00:00:00+0000,2024-05-02 18:00:00+0000,58800.9,60184.5,0.0229886,4294967295,1,5,21,0,0,0,4,0,0,2,3,Trunc. CG
4,2024-05-02 00:00:00+0000,2024-05-02 06:00:00+0000,2024-05-03 00:00:00+0000,59687.8,62276.4,0.0415655,4294967295,1,6,45,2,0,0,4,8,0,8,9,Trunc. CG
5,2024-05-02 06:00:00+0000,2024-05-02 12:00:00+0000,2024-05-03 06:00:00+0000,40465.2,40856.3,0.00957475,4294967295,0,6,26,5,2,0,4,1,0,1,2,Trunc. CG
6,2024-05-02 12:00:00+0000,2024-05-02 18:00:00+0000,2024-05-03 12:00:00+0000,54971.2,55234.9,0.0047735,4294967295,1,5,6,0,0,0,4,0,0,0,1,Trunc. CG
7,2024-05-02 18:00:00+0000,2024-05-03 00:00:00+0000,2024-05-03 18:00:00+0000,55679.4,55679.4,0,4294967295,1,5,11,0,0,0,4,0,0,0,1,Root-Solved
8,2024-05-03 00:00:00+0000,2024-05-03 06:00:00+0000,2024-05-04 00:00:00+0000,57608.2,57705,0.00167726,4294967295,1,5,12,1,0,0,4,0,0,0,1,Trunc. CG
9,2024-05-03 06:00:00+0000,2024-05-03 12:00:00+0000,2024-05-04 06:00:00+0000,39206.3,40634.7,0.0351527,4294967295,0,6,51,7,9,3,4,4,0,5,6,Trunc. CG
10,2024-05-03 12:00:00+0000,2024-05-03 18:00:00+0000,2024-05-04 12:00:00+0000,56461.9,56461.9,0,4294967295,1,5,20,4,1,0,4,0,0,0,1,Root-Solved
11,2024-05-03 18:00:00+0000,2024-05-04 00:00:00+0000,2024-05-04 12:00:00+0000,50190.9,50774.6,0.0114958,4294967295,1,4,7,0,0,0,4,0,0,2,3,Trunc. CG
12,2024-05-04 00:00:00+0000,2024-05-04 06:00:00+0000,2024-05-04 12:00:00+0000,45954.5,45954.5,0,4294967295,1,4,1,0,0,0,4,0,0,0,1,Root-Solved
13,2024-05-04 06:00:00+0000,2024-05-04 12:00:00+0000,2024-05-04 12:00:00+0000,43142.4,43142.4,0,4294967295,1,4,1,0,0,0,4,0,0,0,1,Root-Solved
