Id,StartTime,EndTime,StartLocationID,EndLocationID
0,2024-04-30 06:16:00+00:00,2024-04-30 07:51:00+00:00,0,3
1,2024-04-30 08:06:00+00:00,2024-04-30 09:41:00+00:00,3,0
2,2024-04-30 07:46:00+00:00,2024-04-30 09:21:00+00:00,0,3
3,2024-04-30 09:36:00+00:00,2024-04-30 11:11:00+00:00,3,0
4,2024-04-30 09:16:00+00:00,2024-04-30 10:51:00+00:00,0,3
5,2024-04-30 11:06:00+00:00,2024-04-30 12:41:00+00:00,3,0
6,2024-04-30 10:46:00+00:00,2024-04-30 12:21:00+00:00,0,3
7,2024-04-30 12:36:00+00:00,2024-04-30 14:11:00+00:00,3,0
8,2024-04-30 12:16:00+00:00,2024-04-30 13:51:00+00:00,0,3
9,2024-04-30 14:06:00+00:00,2024-04-30 15:41:00+00:00,3,0
10,2024-04-30 13:46:00+00:00,2024-04-30 15:21:00+00:00,0,3
11,2024-04-30 15:36:00+00:00,2024-04-30 17:11:00+00:00,3,0
12,2024-04-30 15:16:00+00:00,2024-04-30 16:51:00+00:00,0,3
13,2024-04-30 17:06:00+00:00,2024-04-30 18:41:00+00:00,3,0
14,2024-04-30 16:46:00+00:00,2024-04-30 18:21:00+00:00,0,3
15,2024-04-30 18:36:00+00:00,2024-04-30 20:11:00+00:00,3,0
16,2024-04-30 18:16:00+00:00,2024-04-30 19:51:00+00:00,0,3
17,2024-04-30 20:06:00+00:00,2024-04-30 21:41:00+00:00,3,0
18,2024-04-30 19:46:00+00:00,2024-04-30 21:21:00+00:00,0,3
19,2024-04-30 21:36:00+00:00,2024-04-30 23:11:00+00:00,3,0
20,2024-04-30 21:16:00+00:00,2024-04-30 22:51:00+00:00,0,3
21,2024-04-30 23:06:00+00:00,2024-05-01 00:41:00+00:00,3,0
22,2024-04-30 22:46:00+00:00,2024-05-01 00:21:00+00:00,0,3
23,2024-05-01 00:36:00+00:00,2024-05-01 02:11:00+00:00,3,0
24,2024-05-01 00:16:00+00:00,2024-05-01 01:51:00+00:00,0,3
25,2024-05-01 02:06:00+00:00,2024-05-01 03:41:00+00:00,3,0
26,2024-05-01 03:16:00+00:00,2024-05-01 04:51:00+00:00,0,3
27,2024-05-01 05:06:00+00:00,2024-05-01 06:41:00+00:00,3,0
28,2024-04-30 07:16:00+00:00,2024-04-30 08:44:00+00:00,0,4
29,2024-04-30 08:59:00+00:00,2024-04-30 10:29:00+00:00,4,0
30,2024-04-30 08:46:00+00:00,2024-04-30 10:14:00+00:00,0,4
31,2024-04-30 10:29:00+00:00,2024-04-30 11:59:00+00:00,4,0
32,2024-04-30 10:16:00+00:00,2024-04-30 11:44:00+00:00,0,4
33,2024-04-30 11:59:00+00:00,2024-04-30 13:29:00+00:00,4,0
34,2024-04-30 11:46:00+00:00,2024-04-30 13:14:00+00:00,0,4
35,2024-04-30 13:29:00+00:00,2024-04-30 14:59:00+00:00,4,0
36,2024-04-30 13:16:00+00:00,2024-04-30 14:44:00+00:00,0,4
37,2024-04-30 14:59:00+00:00,2024-04-30 16:29:00+00:00,4,0
38,2024-04-30 14:46:00+00:00,2024-04-30 16:14:00+00:00,0,4
39,2024-04-30 16:29:00+00:00,2024-04-30 17:59:00+00:00,4,0
40,2024-04-30 16:16:00+00:00,2024-04-30 17:44:00+00:00,0,4
41,2024-04-30 17:59:00+00:00,2024-04-30 19:29:00+00:00,4,0
42,2024-04-30 17:46:00+00:00,2024-04-30 19:14:00+00:00,0,4
43,2024-04-30 19:29:00+00:00,2024-04-30 20:59:00+00:00,4,0
44,2024-04-30 19:16:00+00:00,2024-04-30 20:44:00+00:00,0,4
45,2024-04-30 20:59:00+00:00,2024-04-30 22:29:00+00:00,4,0
46,2024-04-30 20:46:00+00:00,2024-04-30 22:14:00+00:00,0,4
47,2024-04-30 22:29:00+00:00,2024-04-30 23:59:00+00:00,4,0
48,2024-04-30 22:16:00+00:00,2024-04-30 23:44:00+00:00,0,4
49,2024-04-30 23:59:00+00:00,2024-05-01 01:29:00+00:00,4,0
50,2024-04-30 23:46:00+00:00,2024-05-01 01:14:00+00:00,0,4
51,2024-05-01 01:29:00+00:00,2024-05-01 02:59:00+00:00,4,0
