IndexPlanningHorizon,IndexBranchingNode,Iteration,LBfrac,UBfrac,GAPfrac,IntFound,LBint,UBint,GAPint,MSecondsMP,MSecondsPP,MSecondsAUXCG,MSecondsStrongBranching,MPSizeConstraints,MPSizeVariables,ColumnsAdded,PPNetworkConstructionTime,PPNetworkSizeNodes,PPNetworkSizeArcs,LazyConstraintAdded,BranchType,IndexParentBranchingNode,MSecondsFilterMPVars,MSecondsFilterPPNodes,VehicleID,TripID,MaintenanceID,FracValue,BranchValue
0,1,0,-1.79769e+308,720000,2.4968e+302,1,-1.79769e+308,720000,2.4968e+302,1,0,0,0,50,46,0,0,0,0,,,,,,,,,,
0,1,1,-333050,453960,1.73366,1,-333050,453960,1.73366,0,1,0,0,50,122,76,0,41,146,,,,,,,,,,
0,1,2,-237433,267106,1.88891,0,-237433,453960,1.52303,0,1,0,0,50,174,52,0,43,196,,,,,,,,,,
0,1,3,-237433,193682,2.22589,1,-237433,193682,2.22589,0,0,0,0,50,251,77,0,46,248,,,,,,,,,,
0,1,4,-237433,119539,2.98623,0,-237433,193682,2.22589,0,0,0,0,50,347,96,0,50,281,,,,,,,,,,
0,1,5,-115884,117150,1.98919,0,-115884,193682,1.59832,0,0,0,0,50,433,86,0,49,284,,,,,,,,,,
0,1,6,-101510,116240,1.87328,1,-101510,116240,1.87328,0,1,0,0,50,564,131,0,58,348,,,,,,,,,,
0,1,7,-92356,115910,1.79679,1,-92356,115910,1.79679,0,1,0,0,50,661,97,0,83,502,,,,,,,,,,
0,1,8,115130,115909,0.00672067,1,115130,115909,0.00672067,0,0,0,0,50,665,4,0,62,317,,,,,,,,,,
0,1,9,115419,115909,0.00422395,0,115419,115909,0.00422395,0,0,0,0,50,678,13,0,63,363,,,,,,,,,,
0,1,,,,,,,,,,,,,,,,,,,,Trunc. CG,4294967295,0,0,,,,1.79769e+308,1.79769e+308
1,1,0,-1.79769e+308,720000,2.4968e+302,1,-1.79769e+308,720000,2.4968e+302,0,0,0,0,49,46,0,0,0,0,,,,,,,,,,
1,1,1,-298374,187212,2.59378,1,-298374,187212,2.59378,0,0,0,0,49,144,98,0,39,129,,,,,,,,,,
1,1,2,-298374,75603,4.94659,0,-298374,187212,2.59378,0,0,0,0,49,263,119,0,44,202,,,,,,,,,,
1,1,3,-298374,38753.7,8.69924,0,-298374,187212,2.59378,0,0,0,0,49,360,97,0,47,238,,,,,,,,,,
1,1,4,-298374,38753.7,8.69924,0,-298374,187212,2.59378,0,0,0,0,49,511,151,0,57,294,,,,,,,,,,
1,1,5,-183353,38647.2,5.74429,0,-183353,187212,1.97939,0,0,0,0,49,587,76,0,51,259,,,,,,,,,,
1,1,6,29220.7,37942.5,0.229869,0,29220.7,187212,0.843917,0,0,0,0,49,619,32,0,45,210,,,,,,,,,,
1,1,7,36885.2,37940.9,0.0278245,0,36885.2,187212,0.802976,0,0,0,0,49,644,25,0,51,284,,,,,,,,,,
1,1,8,37839.5,37932.6,0.00245418,0,37839.5,187212,0.797879,0,0,0,0,49,650,6,0,43,215,,,,,,,,,,
1,1,,,,,,,,,,,,,,,,,,,,Trunc. CG,4294967295,0,0,,,,1.79769e+308,1.79769e+308
1,2,,,,,,,,,,,,,,,,,,,,VEHICLE_CHARGING_BEFORE,1,0,0,,,,0.666667,1
1,2,4294967295,-1.79769e+308,1.79769e+308,inf,0,0,1.79769e+308,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
1,2,0,37839.5,38174.1,0.00876413,0,37839.5,187212,0.797879,0,0,0,0,49,650,0,0,43,215,,,,,,,,,,
1,2,1,37839.5,38170.1,0.00866025,0,37839.5,187212,0.797879,0,0,0,0,49,657,7,0,42,198,,,,,,,,,,
1,2,2,38161.2,38170.1,0.000232643,0,37839.5,187212,0.797879,0,0,0,0,49,658,1,0,43,211,,,,,,,,,,
1,3,,,,,,,,,,,,,,,,,,,,VEHICLE_TRIP,2,0,0,,,,0.8,1
1,3,,,,,,,,,,,,,,,,,,,,VEHICLE_CHARGING_BEFORE,2,0,0,,,,0.8,1
1,3,,,,,,,,,,,,,,,,,,,,VEHICLE_CHARGING_BEFORE,2,0,0,,,,0.8,1
1,3,,,,,,,,,,,,,,,,,,,,VEHICLE_TRIP,2,0,0,,,,0.8,1
1,3,,,,,,,,,,,,,,,,,,,,VEHICLE_MAINTENANCE,2,0,0,,,,0.8,1
1,3,,,,,,,,,,,,,,,,,,,,VEHICLE_TRIP,2,0,0,,,,0.8,1
1,3,,,,,,,,,,,,,,,,,,,,VEHICLE_TRIP,2,0,0,,,,0.8,1
1,3,,,,,,,,,,,,,,,,,,,,VEHICLE_CHARGING_AFTER,2,0,0,,,,0.8,1
1,3,,,,,,,,,,,,,,,,,,,,VEHICLE_CHARGING_AFTER,2,0,0,,,,0.8,1
1,3,4294967295,-1.79769e+308,1.79769e+308,inf,0,0,1.79769e+308,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
1,3,0,38161.2,38336.5,0.0045719,0,37839.5,187212,0.797879,0,0,0,0,49,658,0,0,43,211,,,,,,,,,,
1,3,1,38161.2,38226.3,0.00170284,0,37839.5,187212,0.797879,0,0,0,0,49,664,6,0,40,179,,,,,,,,,,
1,4,,,,,,,,,,,,,,,,,,,,VEHICLE_TRIP,3,0,0,,,,0.777778,1
