IndexPlanningHorizon,IndexBranchingNode,Iteration,LBfrac,UBfrac,GAPfrac,IntFound,LBint,UBint,GAPint,MSecondsMP,MSecondsPP,MSecondsAUXCG,MSecondsStrongBranching,MPSizeConstraints,MPSizeVariables,ColumnsAdded,PPNetworkConstructionTime,PPNetworkSizeNodes,PPNetworkSizeArcs,LazyConstraintAdded,BranchType,IndexParentBranchingNode,MSecondsFilterMPVars,MSecondsFilterPPNodes,VehicleID,TripID,MaintenanceID,FracValue,BranchValue
0,1,0,-1.79769e+308,400000,4.49423e+302,1,-1.79769e+308,400000,4.49423e+302,1,0,0,0,30,28,0,0,0,0,,,,,,,,,,
0,1,1,-74233.8,177133,1.41909,1,-74233.8,177133,1.41909,0,0,0,0,30,94,66,0,27,67,,,,,,,,,,
0,1,2,-63559,101568,1.62577,0,-63559,177133,1.35882,0,0,0,0,30,142,48,0,33,85,,,,,,,,,,
0,1,3,89668.7,101193,0.113886,0,89668.7,177133,0.493776,0,0,0,0,30,170,28,0,31,79,,,,,,,,,,
0,1,4,96742.2,100125,0.0337876,1,96742.2,100125,0.0337876,0,0,0,0,30,182,12,0,31,79,,,,,,,,,,
0,1,5,96742.2,100125,0.0337876,0,96742.2,100125,0.0337876,0,0,0,0,30,190,8,0,29,73,,,,,,,,,,
0,1,6,100085,100125,0.0003995,0,100085,100125,0.0003995,0,0,0,0,30,192,2,0,29,73,,,,,,,,,,
0,1,7,100125,100125,0,0,100125,100125,0,0,0,0,0,30,192,0,0,27,67,,,,,,,,,,
1,1,0,-1.79769e+308,400000,4.49423e+302,1,-1.79769e+308,400000,4.49423e+302,0,0,0,0,30,28,0,0,0,0,,,,,,,,,,
1,1,1,-228436,23019.2,10.9237,0,-228436,400000,1.57109,0,0,0,0,30,94,66,0,26,64,,,,,,,,,,
1,1,2,-228436,22831.8,11.0052,1,-228436,22831.8,11.0052,0,0,0,0,30,159,65,0,32,82,,,,,,,,,,
1,1,3,-83528.4,22831.8,4.65842,0,-83528.4,22831.8,4.65842,0,0,0,0,30,196,37,0,37,97,,,,,,,,,,
1,1,4,-83528.4,22831.8,4.65842,0,-83528.4,22831.8,4.65842,0,0,0,0,30,221,25,0,35,91,,,,,,,,,,
1,1,5,21925,22731.9,0.0354978,0,21925,22831.8,0.0397179,0,0,0,0,30,234,13,0,33,85,,,,,,,,,,
1,1,6,22722.4,22731.9,0.000418795,0,22722.4,22831.8,0.00479238,0,0,0,0,30,237,3,0,28,70,,,,,,,,,,
1,1,7,22731.9,22731.9,0,0,22731.9,22831.8,0.00437542,0,0,0,0,30,237,0,0,27,67,,,,,,,,,,
1,1,,,,,,,,,,,,,,,,,,,,Trunc. CG,4294967295,0,0,,,,1.79769e+308,1.79769e+308
1,2,,,,,,,,,,,,,,,,,,,,VEHICLE_CHARGING_AFTER,1,0,0,,,,0.666667,1
1,2,4294967295,-1.79769e+308,1.79769e+308,inf,0,0,1.79769e+308,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
1,2,0,22731.9,22827,0.00416781,1,22731.9,22827,0.00416781,0,0,0,0,30,237,0,0,27,67,,,,,,,,,,
1,2,1,22731.9,22792.5,0.00265924,0,22731.9,22827,0.00416781,0,0,0,0,30,238,1,0,28,68,,,,,,,,,,
1,1,,,,,,,,,,,,,,,,,,,,Branch-and-Price (Depth-First),4294967295,0,0,,,,1.79769e+308,1.79769e+308
1,3,,,,,,,,,,,,,,,,,,,,TOTAL_VEHICLES,1,0,0,,,,3.33333,3
1,3,0,22731.9,22827,0.00416781,0,22731.9,22827,0.00416781,0,0,0,0,30,238,0,0,28,68,,,,,,,,,,
1,3,1,22827,22827,0,0,22731.9,22827,0.00416781,0,0,0,0,30,238,0,0,27,67,,,,,,,,,,
1,4,,,,,,,,,,,,,,,,,,,,TOTAL_VEHICLES,1,0,0,,,,3.33333,4
1,4,0,22731.9,24099.5,0.0567491,0,22731.9,22827,0.00416781,0,0,0,0,30,238,0,0,27,67,,,,,,,,,,
1,4,1,23727.4,24099.5,0.01544,0,22731.9,22827,0.00416781,0,0,0,0,30,250,12,0,29,73,,,,,,,,,,
2,1,0,-1.79769e+308,380000,4.73077e+302,1,-1.79769e+308,380000,4.73077e+302,0,0,0,0,29,27,0,0,0,0,,,,,,,,,,
2,1,1,-209729,44359.3,5.72797,1,-209729,44359.3,5.72797,0,0,0,0,29,112,85,0,24,58,,,,,,,,,,
2,1,2,-209729,41509.8,6.05253,1,-209729,41509.8,6.05253,0,0,0,0,29,235,123,0,31,79,,,,,,,,,,
2,1,3,-111082,41499.8,3.67668,1,-111082,41499.8,3.67668,0,0,0,0,29,316,81,0,39,103,,,,,,,,,,
2,1,4,28037.9,40834.4,0.313377,1,28037.9,40834.4,0.313377,0,0,0,0,29,391,75,0,36,94,,,,,,,,,,
2,1,5,40814.4,40834.4,0.000489783,0,40814.4,40834.4,0.000489783,0,0,0,0,29,393,2,0,26,64,,,,,,,,,,
2,1,6,40814.4,40824.4,0.000244951,1,40814.4,40824.4,0.000244951,0,0,0,0,29,395,2,0,27,67,,,,,,,,,,
2,1,7,40817.7,40824.4,0.000165587,0,40817.7,40824.4,0.000165587,0,0,0,0,29,396,1,0,27,67,,,,,,,,,,
2,1,8,40824.4,40824.4,0,0,40824.4,40824.4,0,0,0,0,0,29,396,0,0,26,64,,,,,,,,,,
3,1,0,-1.79769e+308,400000,4.49423e+302,1,-1.79769e+308,400000,4.49423e+302,0,0,0,0,30,28,0,0,0,0,,,,,,,,,,
3,1,1,-223702,61685.9,4.62646,1,-223702,61685.9,4.62646,0,0,0,0,30,143,115,0,27,67,,,,,,,,,,
3,1,2,-223702,22717.5,10.8471,1,-223702,22717.5,10.8471,0,0,0,0,30,231,88,0,30,76,,,,,,,,,,
3,1,3,-120031,22717.5,6.28366,0,-120031,22717.5,6.28366,0,0,0,0,30,303,72,0,35,91,,,,,,,,,,
3,1,4,22385.3,22717.5,0.0146241,0,22385.3,22717.5,0.0146241,0,0,0,0,30,311,8,0,31,79,,,,,,,,,,
3,1,5,22398.1,22717.5,0.0140575,0,22398.1,22717.5,0.0140575,0,0,0,0,30,313,2,0,31,79,,,,,,,,,,
3,1,6,22662.5,22717.5,0.00242139,0,22662.5,22717.5,0.00242139,0,0,0,0,30,314,1,0,37,97,,,,,,,,,,
3,1,7,22717.5,22717.5,0,0,22717.5,22717.5,0,0,0,0,0,30,314,0,0,31,79,,,,,,,,,,
4,1,0,-1.79769e+308,380000,4.73077e+302,1,-1.79769e+308,380000,4.73077e+302,0,0,0,0,29,27,0,0,0,0,,,,,,,,,,
4,1,1,-165765,43738.9,4.78987,1,-165765,43738.9,4.78987,0,0,0,0,29,133,106,0,27,67,,,,,,,,,,
4,1,2,-165765,43738.9,4.78987,0,-165765,43738.9,4.78987,0,0,0,0,29,190,57,0,35,91,,,,,,,,,,
4,1,3,-98147.2,43599.3,3.25112,0,-98147.2,43738.9,3.24394,0,0,0,0,29,210,20,0,33,85,,,,,,,,,,
4,1,4,-93675.3,43551.3,3.15092,0,-93675.3,43738.9,3.1417,0,0,0,0,29,241,31,0,38,100,,,,,,,,,,
4,1,5,42687.1,43399.8,0.0164226,0,42687.1,43738.9,0.0240471,0,0,0,0,29,242,1,0,29,73,,,,,,,,,,
4,1,6,43096.8,43119.2,0.000519164,1,43096.8,43119.2,0.000519164,0,0,0,0,29,251,9,0,34,88,,,,,,,,,,
4,1,7,43119.2,43119.2,0,0,43119.2,43119.2,0,0,0,0,0,29,251,0,0,32,82,,,,,,,,,,
5,1,0,-1.79769e+308,400000,4.49423e+302,1,-1.79769e+308,400000,4.49423e+302,0,0,0,0,29,28,0,0,0,0,,,,,,,,,,
5,1,1,-188015,25299.2,8.43166,1,-188015,25299.2,8.43166,0,0,0,0,29,94,66,0,24,58,,,,,,,,,,
5,1,2,-136970,24396.6,6.6143,0,-136970,25299.2,6.414,0,0,0,0,29,140,46,0,27,67,,,,,,,,,,
5,1,3,-126115,24396.6,6.16936,0,-126115,25299.2,5.98494,0,0,0,0,29,160,20,0,29,73,,,,,,,,,,
