Id,StartTime,EndTime,StartLocationID,EndLocationID
0,2024-04-30 06:00:00+00:00,2024-04-30 07:35:00+00:00,0,3
1,2024-04-30 07:50:00+00:00,2024-04-30 09:25:00+00:00,3,0
2,2024-04-30 07:30:00+00:00,2024-04-30 09:05:00+00:00,0,3
3,2024-04-30 09:20:00+00:00,2024-04-30 10:55:00+00:00,3,0
4,2024-04-30 09:00:00+00:00,2024-04-30 10:35:00+00:00,0,3
5,2024-04-30 10:50:00+00:00,2024-04-30 12:25:00+00:00,3,0
6,2024-04-30 10:30:00+00:00,2024-04-30 12:05:00+00:00,0,3
7,2024-04-30 12:20:00+00:00,2024-04-30 13:55:00+00:00,3,0
8,2024-04-30 12:00:00+00:00,2024-04-30 13:35:00+00:00,0,3
9,2024-04-30 13:50:00+00:00,2024-04-30 15:25:00+00:00,3,0
10,2024-04-30 13:30:00+00:00,2024-04-30 15:05:00+00:00,0,3
11,2024-04-30 15:20:00+00:00,2024-04-30 16:55:00+00:00,3,0
12,2024-04-30 15:00:00+00:00,2024-04-30 16:35:00+00:00,0,3
13,2024-04-30 16:50:00+00:00,2024-04-30 18:25:00+00:00,3,0
14,2024-04-30 16:30:00+00:00,2024-04-30 18:05:00+00:00,0,3
15,2024-04-30 18:20:00+00:00,2024-04-30 19:55:00+00:00,3,0
16,2024-04-30 18:00:00+00:00,2024-04-30 19:35:00+00:00,0,3
17,2024-04-30 19:50:00+00:00,2024-04-30 21:25:00+00:00,3,0
18,2024-04-30 19:30:00+00:00,2024-04-30 21:05:00+00:00,0,3
19,2024-04-30 21:20:00+00:00,2024-04-30 22:55:00+00:00,3,0
20,2024-04-30 21:00:00+00:00,2024-04-30 22:35:00+00:00,0,3
21,2024-04-30 22:50:00+00:00,2024-05-01 00:25:00+00:00,3,0
22,2024-04-30 22:30:00+00:00,2024-05-01 00:05:00+00:00,0,3
23,2024-05-01 00:20:00+00:00,2024-05-01 01:55:00+00:00,3,0
24,2024-05-01 00:00:00+00:00,2024-05-01 01:35:00+00:00,0,3
25,2024-05-01 01:50:00+00:00,2024-05-01 03:25:00+00:00,3,0
