Id,StartTime,EndTime,StartLocationID,EndLocationID
0,2024-04-30 06:00:00+00:00,2024-04-30 07:35:00+00:00,0,3
1,2024-04-30 07:50:00+00:00,2024-04-30 09:25:00+00:00,3,0
2,2024-04-30 08:15:00+00:00,2024-04-30 09:50:00+00:00,0,3
3,2024-04-30 10:05:00+00:00,2024-04-30 11:40:00+00:00,3,0
4,2024-04-30 10:30:00+00:00,2024-04-30 12:05:00+00:00,0,3
5,2024-04-30 12:20:00+00:00,2024-04-30 13:55:00+00:00,3,0
6,2024-04-30 12:45:00+00:00,2024-04-30 14:20:00+00:00,0,3
7,2024-04-30 14:35:00+00:00,2024-04-30 16:10:00+00:00,3,0
8,2024-04-30 15:00:00+00:00,2024-04-30 16:35:00+00:00,0,3
9,2024-04-30 16:50:00+00:00,2024-04-30 18:25:00+00:00,3,0
10,2024-04-30 17:15:00+00:00,2024-04-30 18:50:00+00:00,0,3
11,2024-04-30 19:05:00+00:00,2024-04-30 20:40:00+00:00,3,0
12,2024-04-30 19:30:00+00:00,2024-04-30 21:05:00+00:00,0,3
13,2024-04-30 21:20:00+00:00,2024-04-30 22:55:00+00:00,3,0
14,2024-04-30 21:45:00+00:00,2024-04-30 23:20:00+00:00,0,3
15,2024-04-30 23:35:00+00:00,2024-05-01 01:10:00+00:00,3,0
16,2024-05-01 00:00:00+00:00,2024-05-01 01:35:00+00:00,0,3
17,2024-05-01 01:50:00+00:00,2024-05-01 03:25:00+00:00,3,0
18,2024-05-01 03:00:00+00:00,2024-05-01 04:35:00+00:00,0,3
19,2024-05-01 04:50:00+00:00,2024-05-01 06:25:00+00:00,3,0
20,2024-04-30 07:16:00+00:00,2024-04-30 08:44:00+00:00,0,4
21,2024-04-30 08:59:00+00:00,2024-04-30 10:29:00+00:00,4,0
22,2024-04-30 09:31:00+00:00,2024-04-30 10:59:00+00:00,0,4
23,2024-04-30 11:14:00+00:00,2024-04-30 12:44:00+00:00,4,0
24,2024-04-30 11:46:00+00:00,2024-04-30 13:14:00+00:00,0,4
25,2024-04-30 13:29:00+00:00,2024-04-30 14:59:00+00:00,4,0
