Id,StartTime,EndTime,StartLocationID,EndLocationID
0,2024-04-30 06:00:00+00:00,2024-04-30 07:35:00+00:00,0,3
1,2024-04-30 07:50:00+00:00,2024-04-30 09:25:00+00:00,3,0
2,2024-04-30 07:12:00+00:00,2024-04-30 08:47:00+00:00,0,3
3,2024-04-30 09:02:00+00:00,2024-04-30 10:37:00+00:00,3,0
4,2024-04-30 08:24:00+00:00,2024-04-30 09:59:00+00:00,0,3
5,2024-04-30 10:14:00+00:00,2024-04-30 11:49:00+00:00,3,0
6,2024-04-30 09:36:00+00:00,2024-04-30 11:11:00+00:00,0,3
7,2024-04-30 11:26:00+00:00,2024-04-30 13:01:00+00:00,3,0
8,2024-04-30 10:48:00+00:00,2024-04-30 12:23:00+00:00,0,3
9,2024-04-30 12:38:00+00:00,2024-04-30 14:13:00+00:00,3,0
10,2024-04-30 12:00:00+00:00,2024-04-30 13:35:00+00:00,0,3
11,2024-04-30 13:50:00+00:00,2024-04-30 15:25:00+00:00,3,0
12,2024-04-30 13:12:00+00:00,2024-04-30 14:47:00+00:00,0,3
13,2024-04-30 15:02:00+00:00,2024-04-30 16:37:00+00:00,3,0
14,2024-04-30 14:24:00+00:00,2024-04-30 15:59:00+00:00,0,3
15,2024-04-30 16:14:00+00:00,2024-04-30 17:49:00+00:00,3,0
16,2024-04-30 15:36:00+00:00,2024-04-30 17:11:00+00:00,0,3
17,2024-04-30 17:26:00+00:00,2024-04-30 19:01:00+00:00,3,0
18,2024-04-30 16:48:00+00:00,2024-04-30 18:23:00+00:00,0,3
19,2024-04-30 18:38:00+00:00,2024-04-30 20:13:00+00:00,3,0
20,2024-04-30 18:00:00+00:00,2024-04-30 19:35:00+00:00,0,3
21,2024-04-30 19:50:00+00:00,2024-04-30 21:25:00+00:00,3,0
22,2024-04-30 19:12:00+00:00,2024-04-30 20:47:00+00:00,0,3
23,2024-04-30 21:02:00+00:00,2024-04-30 22:37:00+00:00,3,0
24,2024-04-30 20:24:00+00:00,2024-04-30 21:59:00+00:00,0,3
25,2024-04-30 22:14:00+00:00,2024-04-30 23:49:00+00:00,3,0
