Index,StartTime,EndTime,EndTimeOverlap,LBint,UBint,GAPint,NrSchedulesGenerated,NrUnassignedTrips,NrVehiclesRotation,MSecondsTotal,MSecondsMP,MSecondsPP,PPNetworkConstructionTime,PPNRSegments,MSecondsFilterMPVars,MSecondsFilterPPNodes,BranchingDepth,BranchingSize,Algorithm
0,2024-05-01 00:00:00+0000,2024-05-01 06:00:00+0000,2024-05-02 00:00:00+0000,115909,115909,0,4294967295,4,5,26,1,6,1,4,0,0,0,1,Root-Solved
1,2024-05-01 06:00:00+0000,2024-05-01 12:00:00+0000,2024-05-02 06:00:00+0000,38177.9,38177.9,2.93494e-14,4294967295,0,5,25,1,0,0,4,0,0,1,4,Trunc. CG -> Branch-and-Price (Depth-First)
2,2024-05-01 12:00:00+0000,2024-05-01 18:00:00+0000,2024-05-02 12:00:00+0000,57403.6,57764.7,0.00625046,4294967295,1,5,107,25,0,0,4,12,0,6,18,Trunc. CG -> Branch-and-Price (Depth-First)
3,2024-05-01 18:00:00+0000,2024-05-02 00:00:00+0000,2024-05-02 18:00:00+0000,59335.3,59344.1,0.000148827,4294967295,1,5,57,10,0,0,4,0,0,6,14,Trunc. CG -> Branch-and-Price (Depth-First)
4,2024-05-02 00:00:00+0000,2024-05-02 06:00:00+0000,2024-05-03 00:00:00+0000,60224.9,60642.8,0.00689207,4294967295,1,5,54,8,0,0,4,2,0,3,8,Trunc. CG -> Branch-and-Price (Depth-First)
5,2024-05-02 06:00:00+0000,2024-05-02 12:00:00+0000,2024-05-03 06:00:00+0000,41246.1,41256.1,0.000242389,4294967295,0,6,47,9,0,0,4,4,0,1,4,Trunc. CG -> Branch-and-Price (Depth-First)
6,2024-05-02 12:00:00+0000,2024-05-02 18:00:00+0000,2024-05-03 12:00:00+0000,59573.6,59573.6,0,4294967295,1,6,54,10,0,0,4,10,0,1,4,Trunc. CG -> Branch-and-Price (Depth-First)
7,2024-05-02 18:00:00+0000,2024-05-03 00:00:00+0000,2024-05-03 18:00:00+0000,54904.5,54904.5,0,4294967295,1,5,10,0,0,0,4,0,0,0,1,Root-Solved
8,2024-05-03 00:00:00+0000,2024-05-03 06:00:00+0000,2024-05-04 00:00:00+0000,57697.3,57697.3,2.78693e-14,4294967295,1,5,13,0,0,0,4,0,0,0,1,Root-Solved
9,2024-05-03 06:00:00+0000,2024-05-03 12:00:00+0000,2024-05-04 06:00:00+0000,39558.7,39558.7,3.71535e-14,4294967295,0,5,40,4,0,0,4,6,0,1,4,Trunc. CG -> Branch-and-Price (Depth-First)
10,2024-05-03 12:00:00+0000,2024-05-03 18:00:00+0000,2024-05-04 12:00:00+0000,58862.4,58862.4,7.91102e-15,4294967295,1,5,64,16,0,0,4,1,0,4,10,Trunc. CG -> Branch-and-Price (Depth-First)
11,2024-05-03 18:00:00+0000,2024-05-04 00:00:00+0000,2024-05-04 12:00:00+0000,52525.7,52525.7,0,4294967295,1,4,5,0,0,0,4,0,0,0,1,Root-Solved
12,2024-05-04 00:00:00+0000,2024-05-04 06:00:00+0000,2024-05-04 12:00:00+0000,46538.2,46538.2,0,4294967295,1,4,1,0,0,0,4,0,0,0,1,Root-Solved
13,2024-05-04 06:00:00+0000,2024-05-04 12:00:00+0000,2024-05-04 12:00:00+0000,43741.3,43741.3,0,4294967295,1,4,1,0,0,0,4,0,0,0,1,Root-Solved
