VehicleID,StartLocationID,EndLocationID,StartTime,EndTime,BatteryChange,SoC,DistanceLastMaintenance,Type
0,1,1,2024-05-01 00:00:00+0000,2024-05-01 00:00:00+0000,0,38,174,START_SCHEDULE
0,1,1,2024-05-01 04:16:00+0000,2024-05-01 04:16:00+0000,0,38,174,OUT_OF_ROTATION
0,1,1,2024-05-01 04:16:00+0000,2024-05-01 04:16:00+0000,0,38,174,DEADLEG
0,1,1,2024-05-01 06:10:00+0000,2024-05-01 06:15:00+0000,0,38,174,PUT_ON_CHARGE
0,1,1,2024-05-01 06:15:00+0000,2024-05-01 07:25:00+0000,0,213,174,CHARGING
0,1,1,2024-05-01 07:25:00+0000,2024-05-01 07:30:00+0000,0,213,174,TAKE_OFF_CHARGE
0,1,0,2024-05-01 07:30:00+0000,2024-05-01 07:30:00+0000,0,213,174,DEADLEG
0,0,3,2024-05-01 07:30:00+0000,2024-05-01 09:05:00+0000,0,121,274,TRIP
0,3,3,2024-05-01 09:05:00+0000,2024-05-01 09:05:00+0000,0,121,274,DEADLEG
0,3,0,2024-05-01 09:20:00+0000,2024-05-01 10:55:00+0000,0,38,365,TRIP
0,0,1,2024-05-01 10:55:00+0000,2024-05-01 10:55:00+0000,0,38,365,DEADLEG
0,1,1,2024-05-01 12:10:00+0000,2024-05-01 12:15:00+0000,0,38,365,PUT_ON_CHARGE
0,1,1,2024-05-01 12:15:00+0000,2024-05-01 13:25:00+0000,0,213,365,CHARGING
0,1,1,2024-05-01 13:25:00+0000,2024-05-01 13:30:00+0000,0,213,365,TAKE_OFF_CHARGE
0,1,0,2024-05-01 13:30:00+0000,2024-05-01 13:30:00+0000,0,213,365,DEADLEG
0,0,3,2024-05-01 13:30:00+0000,2024-05-01 15:05:00+0000,0,121,465,TRIP
0,3,3,2024-05-01 15:05:00+0000,2024-05-01 15:05:00+0000,0,121,465,DEADLEG
0,3,0,2024-05-01 15:20:00+0000,2024-05-01 16:55:00+0000,0,38,556,TRIP
0,0,1,2024-05-01 16:55:00+0000,2024-05-01 16:55:00+0000,0,38,556,DEADLEG
0,1,1,2024-05-01 18:10:00+0000,2024-05-01 18:15:00+0000,0,38,556,PUT_ON_CHARGE
0,1,1,2024-05-01 18:15:00+0000,2024-05-01 19:25:00+0000,0,213,556,CHARGING
0,1,1,2024-05-01 19:25:00+0000,2024-05-01 19:30:00+0000,0,213,556,TAKE_OFF_CHARGE
0,1,0,2024-05-01 19:30:00+0000,2024-05-01 19:30:00+0000,0,213,556,DEADLEG
0,0,3,2024-05-01 19:30:00+0000,2024-05-01 21:05:00+0000,0,121,656,TRIP
0,3,3,2024-05-01 21:05:00+0000,2024-05-01 21:05:00+0000,0,121,656,DEADLEG
0,3,0,2024-05-01 21:20:00+0000,2024-05-01 22:55:00+0000,0,38,747,TRIP
0,0,1,2024-05-01 22:55:00+0000,2024-05-01 22:55:00+0000,0,38,747,DEADLEG
0,1,1,2024-05-02 04:16:00+0000,2024-05-02 04:16:00+0000,0,38,747,OUT_OF_ROTATION
0,1,1,2024-05-02 04:16:00+0000,2024-05-02 04:16:00+0000,0,38,747,DEADLEG
0,1,1,2024-05-02 07:05:00+0000,2024-05-02 07:10:00+0000,0,38,747,PUT_ON_CHARGE
0,1,1,2024-05-02 07:10:00+0000,2024-05-02 08:25:00+0000,0,225,747,CHARGING
0,1,1,2024-05-02 08:25:00+0000,2024-05-02 08:30:00+0000,0,225,747,TAKE_OFF_CHARGE
0,1,2,2024-05-02 08:30:00+0000,2024-05-02 08:38:00+0000,0,221,752,DEADLEG
0,2,2,2024-05-02 08:40:00+0000,2024-05-02 11:20:00+0000,0,221,0,MAINTENANCE
0,2,0,2024-05-02 11:20:00+0000,2024-05-02 11:28:00+0000,0,217,5,DEADLEG
0,0,3,2024-05-02 12:00:00+0000,2024-05-02 13:35:00+0000,0,125,105,TRIP
0,3,3,2024-05-02 13:35:00+0000,2024-05-02 13:35:00+0000,0,125,105,DEADLEG
0,3,0,2024-05-02 13:50:00+0000,2024-05-02 15:25:00+0000,0,42,196,TRIP
0,0,1,2024-05-02 15:25:00+0000,2024-05-02 15:25:00+0000,0,42,196,DEADLEG
0,1,1,2024-05-02 16:18:00+0000,2024-05-02 16:18:00+0000,0,42,196,OUT_OF_ROTATION
0,1,1,2024-05-02 16:18:00+0000,2024-05-02 16:18:00+0000,0,42,196,DEADLEG
0,1,1,2024-05-02 16:40:00+0000,2024-05-02 16:45:00+0000,0,42,196,PUT_ON_CHARGE
0,1,1,2024-05-02 16:45:00+0000,2024-05-02 17:55:00+0000,0,217,196,CHARGING
0,1,1,2024-05-02 17:55:00+0000,2024-05-02 18:00:00+0000,0,217,196,TAKE_OFF_CHARGE
0,1,0,2024-05-02 18:00:00+0000,2024-05-02 18:00:00+0000,0,217,196,DEADLEG
0,0,3,2024-05-02 18:00:00+0000,2024-05-02 19:35:00+0000,0,125,296,TRIP
0,3,3,2024-05-02 19:35:00+0000,2024-05-02 19:35:00+0000,0,125,296,DEADLEG
0,3,0,2024-05-02 19:50:00+0000,2024-05-02 21:25:00+0000,0,42,387,TRIP
0,0,1,2024-05-02 21:25:00+0000,2024-05-02 21:25:00+0000,0,42,387,DEADLEG
0,1,1,2024-05-03 04:18:00+0000,2024-05-03 04:18:00+0000,0,42,387,OUT_OF_ROTATION
0,1,1,2024-05-03 04:18:00+0000,2024-05-03 04:18:00+0000,0,42,387,DEADLEG
0,1,1,2024-05-03 06:10:00+0000,2024-05-03 06:15:00+0000,0,42,387,PUT_ON_CHARGE
0,1,1,2024-05-03 06:15:00+0000,2024-05-03 07:25:00+0000,0,217,387,CHARGING
0,1,1,2024-05-03 07:25:00+0000,2024-05-03 07:30:00+0000,0,217,387,TAKE_OFF_CHARGE
0,1,0,2024-05-03 07:30:00+0000,2024-05-03 07:30:00+0000,0,217,387,DEADLEG
0,0,3,2024-05-03 07:30:00+0000,2024-05-03 09:05:00+0000,0,125,487,TRIP
0,3,3,2024-05-03 09:05:00+0000,2024-05-03 09:05:00+0000,0,125,487,DEADLEG
0,3,0,2024-05-03 09:20:00+0000,2024-05-03 10:55:00+0000,0,42,578,TRIP
0,0,1,2024-05-03 10:55:00+0000,2024-05-03 10:55:00+0000,0,42,578,DEADLEG
0,1,1,2024-05-03 12:10:00+0000,2024-05-03 12:15:00+0000,0,42,578,PUT_ON_CHARGE
0,1,1,2024-05-03 12:15:00+0000,2024-05-03 13:25:00+0000,0,217,578,CHARGING
0,1,1,2024-05-03 13:25:00+0000,2024-05-03 13:30:00+0000,0,217,578,TAKE_OFF_CHARGE
0,1,0,2024-05-03 13:30:00+0000,2024-05-03 13:30:00+0000,0,217,578,DEADLEG
0,0,3,2024-05-03 13:30:00+0000,2024-05-03 15:05:00+0000,0,125,678,TRIP
0,3,3,2024-05-03 15:05:00+0000,2024-05-03 15:05:00+0000,0,125,678,DEADLEG
0,3,0,2024-05-03 15:20:00+0000,2024-05-03 16:55:00+0000,0,42,769,TRIP
0,0,1,2024-05-03 16:55:00+0000,2024-05-03 16:55:00+0000,0,42,769,DEADLEG
