Index,StartTime,EndTime,EndTimeOverlap,LBint,UBint,GAPint,NrSchedulesGenerated,NrUnassignedTrips,NrVehiclesRotation,MSecondsTotal,MSecondsMP,MSecondsPP,PPNetworkConstructionTime,PPNRSegments,MSecondsFilterMPVars,MSecondsFilterPPNodes,BranchingDepth,BranchingSize,Algorithm
0,2024-05-01 00:00:00+0000,2024-05-01 06:00:00+0000,2024-05-02 00:00:00+0000,109271,109271,0,4294967295,4,4,20,1,0,0,4,0,0,1,4,Trunc. CG -> Branch-and-Price (Depth-First)
1,2024-05-01 06:00:00+0000,2024-05-01 12:00:00+0000,2024-05-02 06:00:00+0000,31879.6,32102.4,0.00694091,4294967295,0,5,16,1,0,0,4,0,0,1,4,Trunc. CG -> Branch-and-Price (Depth-First)
2,2024-05-01 12:00:00+0000,2024-05-01 18:00:00+0000,2024-05-02 12:00:00+0000,46552.9,46552.9,0,4294967295,1,4,5,0,0,0,4,0,0,0,1,Root-Solved
3,2024-05-01 18:00:00+0000,2024-05-02 00:00:00+0000,2024-05-02 18:00:00+0000,47794.3,47794.3,0,4294967295,1,4,4,0,0,0,4,0,0,0,1,Root-Solved
4,2024-05-02 00:00:00+0000,2024-05-02 06:00:00+0000,2024-05-03 00:00:00+0000,50047.7,50047.7,0,4294967295,1,4,4,0,0,0,4,0,0,0,1,Root-Solved
5,2024-05-02 06:00:00+0000,2024-05-02 12:00:00+0000,2024-05-03 06:00:00+0000,32121.6,32247.7,0.00390949,4294967295,0,5,20,0,0,0,4,0,0,3,8,Trunc. CG -> Branch-and-Price (Depth-First)
6,2024-05-02 12:00:00+0000,2024-05-02 18:00:00+0000,2024-05-03 12:00:00+0000,47426.7,47426.7,0,4294967295,1,4,6,0,0,0,4,0,0,0,1,Root-Solved
7,2024-05-02 18:00:00+0000,2024-05-03 00:00:00+0000,2024-05-03 18:00:00+0000,48696.7,48696.7,0,4294967295,1,4,4,0,0,0,4,0,0,0,1,Root-Solved
8,2024-05-03 00:00:00+0000,2024-05-03 06:00:00+0000,2024-05-04 00:00:00+0000,51222.7,51222.7,0,4294967295,1,4,8,0,0,0,4,0,0,0,1,Root-Solved
9,2024-05-03 06:00:00+0000,2024-05-03 12:00:00+0000,2024-05-04 06:00:00+0000,32585.9,32832.2,0.00750385,4294967295,0,5,19,0,0,0,4,0,0,2,6,Trunc. CG -> Branch-and-Price (Depth-First)
10,2024-05-03 12:00:00+0000,2024-05-03 18:00:00+0000,2024-05-04 12:00:00+0000,48018.1,48018.1,0,4294967295,1,4,4,0,0,0,4,0,0,0,1,Root-Solved
11,2024-05-03 18:00:00+0000,2024-05-04 00:00:00+0000,2024-05-04 12:00:00+0000,41429.9,41429.9,0,4294967295,1,3,2,0,0,0,4,0,0,0,1,Root-Solved
12,2024-05-04 00:00:00+0000,2024-05-04 06:00:00+0000,2024-05-04 12:00:00+0000,38836.3,38836.3,0,4294967295,1,3,1,0,0,0,4,0,0,0,1,Root-Solved
13,2024-05-04 06:00:00+0000,2024-05-04 12:00:00+0000,2024-05-04 12:00:00+0000,37083.3,37083.3,0,4294967295,1,3,0,0,0,0,4,0,0,0,1,Root-Solved
