Index,StartTime,EndTime,EndTimeOverlap,LBint,UBint,GAPint,NrSchedulesGenerated,NrUnassignedTrips,NrVehiclesRotation,MSecondsTotal,MSecondsMP,MSecondsPP,PPNetworkConstructionTime,PPNRSegments,MSecondsFilterMPVars,MSecondsFilterPPNodes,BranchingDepth,BranchingSize,Algorithm
0,2024-05-01 00:00:00+0000,2024-05-01 06:00:00+0000,2024-05-02 00:00:00+0000,115909,115909,0,4294967295,4,5,25,1,6,0,4,0,0,0,1,Root-Solved
1,2024-05-01 06:00:00+0000,2024-05-01 12:00:00+0000,2024-05-02 06:00:00+0000,37924.4,38177.9,0.0066407,4294967295,0,5,68,19,0,0,4,0,0,1,3,Trunc. CG -> Branch-and-Price (Best-First)
2,2024-05-01 12:00:00+0000,2024-05-01 18:00:00+0000,2024-05-02 12:00:00+0000,57336.3,57798,0.00798803,4294967295,1,5,198,60,0,0,4,18,0,2,6,Trunc. CG -> Branch-and-Price (Best-First)
3,2024-05-01 18:00:00+0000,2024-05-02 00:00:00+0000,2024-05-02 18:00:00+0000,57001.9,57001.9,0,4294967295,1,5,18,2,1,0,4,0,0,0,1,Root-Solved
4,2024-05-02 00:00:00+0000,2024-05-02 06:00:00+0000,2024-05-03 00:00:00+0000,58261.8,58261.8,0,4294967295,1,5,16,2,0,0,4,0,0,0,1,Root-Solved
5,2024-05-02 06:00:00+0000,2024-05-02 12:00:00+0000,2024-05-03 06:00:00+0000,39558.7,39558.7,0,4294967295,0,5,77,19,0,0,4,0,0,1,4,Trunc. CG -> Branch-and-Price (Best-First)
6,2024-05-02 12:00:00+0000,2024-05-02 18:00:00+0000,2024-05-03 12:00:00+0000,58572.2,58869.1,0.00504292,4294967295,1,5,226,84,2,0,4,46,0,2,5,Trunc. CG -> Branch-and-Price (Best-First)
7,2024-05-02 18:00:00+0000,2024-05-03 00:00:00+0000,2024-05-03 18:00:00+0000,59180,59481,0.00506057,4294967295,1,5,95,24,1,0,4,2,0,1,3,Trunc. CG -> Branch-and-Price (Best-First)
8,2024-05-03 00:00:00+0000,2024-05-03 06:00:00+0000,2024-05-04 00:00:00+0000,61048.2,61526.8,0.00777869,4294967295,1,6,82,23,0,0,4,1,0,1,4,Trunc. CG -> Branch-and-Price (Best-First)
9,2024-05-03 06:00:00+0000,2024-05-03 12:00:00+0000,2024-05-04 06:00:00+0000,41126.7,41126.7,1.76916e-16,4294967295,0,6,53,10,1,0,4,0,0,1,3,Trunc. CG -> Branch-and-Price (Best-First)
10,2024-05-03 12:00:00+0000,2024-05-03 18:00:00+0000,2024-05-04 12:00:00+0000,55226.9,55226.9,2.63493e-16,4294967295,1,5,10,0,0,0,4,0,0,0,1,Root-Solved
11,2024-05-03 18:00:00+0000,2024-05-04 00:00:00+0000,2024-05-04 12:00:00+0000,50482.8,50482.8,0,4294967295,1,4,5,0,0,0,4,0,0,0,1,Root-Solved
12,2024-05-04 00:00:00+0000,2024-05-04 06:00:00+0000,2024-05-04 12:00:00+0000,45079,45079,0,4294967295,1,4,2,0,0,0,4,0,0,0,1,Root-Solved
13,2024-05-04 06:00:00+0000,2024-05-04 12:00:00+0000,2024-05-04 12:00:00+0000,42558.7,42558.7,0,4294967295,1,4,1,0,0,0,4,0,0,0,1,Root-Solved
