IndexPlanningHorizon,IndexBranchingNode,Iteration,LBfrac,UBfrac,GAPfrac,IntFound,LBint,UBint,GAPint,MSecondsMP,MSecondsPP,MSecondsAUXCG,MSecondsStrongBranching,MPSizeConstraints,MPSizeVariables,ColumnsAdded,PPNetworkConstructionTime,PPNetworkSizeNodes,PPNetworkSizeArcs,LazyConstraintAdded,BranchType,IndexParentBranchingNode,MSecondsFilterMPVars,MSecondsFilterPPNodes,VehicleID,TripID,MaintenanceID,FracValue,BranchValue
0,1,0,-1.79769e+308,400000,4.49423e+302,1,-1.79769e+308,400000,4.49423e+302,1,0,0,0,30,28,0,0,0,0,,,,,,,,,,
0,1,1,-74233.8,177133,1.41909,1,-74233.8,177133,1.41909,0,0,0,0,30,94,66,0,27,67,,,,,,,,,,
0,1,2,-63559,101568,1.62577,0,-63559,177133,1.35882,0,0,0,0,30,142,48,0,33,85,,,,,,,,,,
0,1,3,89668.7,101193,0.113886,0,89668.7,177133,0.493776,0,0,0,0,30,170,28,0,31,79,,,,,,,,,,
0,1,4,96742.2,100125,0.0337876,1,96742.2,100125,0.0337876,0,0,0,0,30,182,12,0,31,79,,,,,,,,,,
0,1,5,96742.2,100125,0.0337876,0,96742.2,100125,0.0337876,0,0,0,0,30,190,8,0,29,73,,,,,,,,,,
0,1,6,100085,100125,0.0003995,0,100085,100125,0.0003995,0,0,0,0,30,192,2,0,29,73,,,,,,,,,,
0,1,,,,,,,,,,,,,,,,,,,,Trunc. CG,4294967295,0,0,,,,1.79769e+308,1.79769e+308
1,1,0,-1.79769e+308,400000,4.49423e+302,1,-1.79769e+308,400000,4.49423e+302,0,0,0,0,30,28,0,0,0,0,,,,,,,,,,
1,1,1,-228436,23019.2,10.9237,0,-228436,400000,1.57109,0,0,0,0,30,94,66,0,26,64,,,,,,,,,,
1,1,2,-228436,22831.8,11.0052,1,-228436,22831.8,11.0052,0,0,0,0,30,159,65,0,32,82,,,,,,,,,,
1,1,3,-83528.4,22831.8,4.65842,0,-83528.4,22831.8,4.65842,0,0,0,0,30,196,37,0,37,97,,,,,,,,,,
1,1,4,-83528.4,22831.8,4.65842,0,-83528.4,22831.8,4.65842,0,0,0,0,30,221,25,0,35,91,,,,,,,,,,
1,1,5,21925,22731.9,0.0354978,0,21925,22831.8,0.0397179,0,0,0,0,30,234,13,0,33,85,,,,,,,,,,
1,1,6,22722.4,22731.9,0.000418795,0,22722.4,22831.8,0.00479238,0,0,0,0,30,237,3,0,28,70,,,,,,,,,,
1,1,,,,,,,,,,,,,,,,,,,,Trunc. CG,4294967295,0,0,,,,1.79769e+308,1.79769e+308
1,2,,,,,,,,,,,,,,,,,,,,VEHICLE_CHARGING_AFTER,1,0,0,,,,0.666667,1
1,2,4294967295,-1.79769e+308,1.79769e+308,inf,0,0,1.79769e+308,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
1,2,0,22722.4,22827,0.00458486,1,22722.4,22827,0.00458486,0,0,0,0,30,237,0,0,28,70,,,,,,,,,,
1,2,1,22723.5,22792.5,0.00302977,0,22722.4,22827,0.00458486,0,0,0,0,30,238,1,0,28,68,,,,,,,,,,
2,1,0,-1.79769e+308,380000,4.73077e+302,1,-1.79769e+308,380000,4.73077e+302,0,0,0,0,29,27,0,0,0,0,,,,,,,,,,
2,1,1,-209729,44359.3,5.72797,1,-209729,44359.3,5.72797,0,0,0,0,29,112,85,0,24,58,,,,,,,,,,
2,1,2,-209729,41509.8,6.05253,1,-209729,41509.8,6.05253,0,0,0,0,29,235,123,0,31,79,,,,,,,,,,
2,1,3,-111082,41499.8,3.67668,1,-111082,41499.8,3.67668,0,0,0,0,29,316,81,0,39,103,,,,,,,,,,
2,1,4,28037.9,40834.4,0.313377,1,28037.9,40834.4,0.313377,0,0,0,0,29,391,75,0,36,94,,,,,,,,,,
2,1,5,40814.4,40834.4,0.000489783,0,40814.4,40834.4,0.000489783,0,0,0,0,29,393,2,0,26,64,,,,,,,,,,
2,1,,,,,,,,,,,,,,,,,,,,Trunc. CG,4294967295,0,0,,,,1.79769e+308,1.79769e+308
3,1,0,-1.79769e+308,400000,4.49423e+302,1,-1.79769e+308,400000,4.49423e+302,0,0,0,0,30,28,0,0,0,0,,,,,,,,,,
3,1,1,-223417,27518.1,9.11891,1,-223417,27518.1,9.11891,0,0,0,0,30,142,114,0,27,67,,,,,,,,,,
3,1,2,-223417,26992.7,9.27695,0,-223417,27518.1,9.11891,0,0,0,0,30,239,97,0,34,88,,,,,,,,,,
3,1,3,4135.71,24563.5,0.831632,0,4135.71,27518.1,0.84971,0,0,0,0,30,323,84,0,36,94,,,,,,,,,,
3,1,4,13027.8,22427.2,0.419109,1,13027.8,22427.2,0.419109,0,0,0,0,30,432,109,0,37,97,,,,,,,,,,
3,1,5,22394.3,22425.6,0.00139697,1,22394.3,22425.6,0.00139697,0,0,0,0,30,447,15,0,34,88,,,,,,,,,,
3,1,,,,,,,,,,,,,,,,,,,,Trunc. CG,4294967295,0,0,,,,1.79769e+308,1.79769e+308
4,1,0,-1.79769e+308,380000,4.73077e+302,1,-1.79769e+308,380000,4.73077e+302,0,0,0,0,29,27,0,0,0,0,,,,,,,,,,
4,1,1,-166633,60769.8,3.74203,0,-166633,380000,1.43851,0,0,0,0,29,134,107,0,27,67,,,,,,,,,,
4,1,2,-67092.9,43109.9,2.55632,0,-67092.9,380000,1.17656,0,0,0,0,29,171,37,0,29,73,,,,,,,,,,
4,1,3,-67092.9,43095.2,2.55685,0,-67092.9,380000,1.17656,0,0,0,0,29,189,18,0,30,76,,,,,,,,,,
4,1,4,42853.3,43036.9,0.00426556,0,42853.3,380000,0.887228,0,0,0,0,29,190,1,0,29,73,,,,,,,,,,
4,1,,,,,,,,,,,,,,,,,,,,Trunc. CG,4294967295,0,0,,,,1.79769e+308,1.79769e+308
4,2,,,,,,,,,,,,,,,,,,,,VEHICLE_CHARGING_BEFORE,1,0,0,,,,0.75,1
4,2,4294967295,-1.79769e+308,1.79769e+308,inf,0,0,1.79769e+308,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
4,2,0,42853.3,43038.8,0.00430975,0,42853.3,380000,0.887228,0,0,0,0,29,190,0,0,29,73,,,,,,,,,,
4,2,1,43037.3,43038.4,2.66274e-05,0,42853.3,380000,0.887228,0,0,0,0,29,192,2,0,30,76,,,,,,,,,,
4,3,,,,,,,,,,,,,,,,,,,,VEHICLE_CHARGING_AFTER,2,0,0,,,,0.5,1
4,3,4294967295,-1.79769e+308,1.79769e+308,inf,0,0,1.79769e+308,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
4,3,0,43037.3,44242.4,0.0272394,0,42853.3,380000,0.887228,0,0,0,0,29,192,0,0,30,76,,,,,,,,,,
4,3,1,43037.3,43119.2,0.00189939,1,42853.3,43119.2,0.00616567,0,0,0,0,29,199,7,0,27,66,,,,,,,,,,
5,1,0,-1.79769e+308,400000,4.49423e+302,1,-1.79769e+308,400000,4.49423e+302,0,0,0,0,29,28,0,0,0,0,,,,,,,,,,
5,1,1,-187147,24835,8.53562,0,-187147,400000,1.46787,0,0,0,0,29,95,67,0,24,58,,,,,,,,,,
5,1,2,-187147,24069.7,8.77525,0,-187147,400000,1.46787,0,0,0,0,29,122,27,0,29,73,,,,,,,,,,
5,1,3,-110359,23660.5,5.66426,0,-110359,400000,1.2759,0,0,0,0,29,138,16,0,27,67,,,,,,,,,,
5,1,4,-110359,23660.5,5.66426,0,-110359,400000,1.2759,0,0,0,0,29,169,31,0,32,82,,,,,,,,,,
5,1,5,-44693.9,23514.3,2.90071,0,-44693.9,400000,1.11173,0,0,0,0,29,189,20,0,30,76,,,,,,,,,,
5,1,6,23476.4,23502.3,0.00110128,0,23476.4,400000,0.941309,0,0,0,0,29,190,1,0,27,67,,,,,,,,,,
5,1,,,,,,,,,,,,,,,,,,,,Trunc. CG,4294967295,0,0,,,,1.79769e+308,1.79769e+308
5,2,,,,,,,,,,,,,,,,,,,,VEHICLE_TRIP,1,0,0,,,,0.666667,1
5,2,4294967295,-1.79769e+308,1.79769e+308,inf,0,0,1.79769e+308,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
