Index,StartTime,EndTime,EndTimeOverlap,LBint,UBint,GAPint,NrSchedulesGenerated,NrUnassignedTrips,NrVehiclesRotation,MSecondsTotal,MSecondsMP,MSecondsPP,PPNetworkConstructionTime,PPNRSegments,MSecondsFilterMPVars,MSecondsFilterPPNodes,BranchingDepth,BranchingSize,Algorithm
0,2024-05-01 00:00:00+0000,2024-05-01 06:00:00+0000,2024-05-02 00:00:00+0000,100085,100125,0.0003995,4294967295,4,3,11,1,0,0,4,0,0,0,1,Trunc. CG
1,2024-05-01 06:00:00+0000,2024-05-01 12:00:00+0000,2024-05-02 06:00:00+0000,22722.4,22827,0.00458486,4294967295,0,3,6,0,0,0,4,0,0,1,2,Trunc. CG
2,2024-05-01 12:00:00+0000,2024-05-01 18:00:00+0000,2024-05-02 12:00:00+0000,40814.4,40834.4,0.000489783,4294967295,1,3,5,0,0,0,4,0,0,0,1,Trunc. CG
3,2024-05-01 18:00:00+0000,2024-05-02 00:00:00+0000,2024-05-02 18:00:00+0000,22394.3,22425.6,0.00139697,4294967295,0,3,6,0,0,0,4,0,0,0,1,Trunc. CG
4,2024-05-02 00:00:00+0000,2024-05-02 06:00:00+0000,2024-05-03 00:00:00+0000,42853.3,43119.2,0.00616567,4294967295,1,3,5,0,0,0,4,0,0,2,3,Trunc. CG
5,2024-05-02 06:00:00+0000,2024-05-02 12:00:00+0000,2024-05-03 06:00:00+0000,23476.4,24661.4,0.0480518,4294967295,0,4,7,0,0,0,4,0,0,3,4,Trunc. CG
6,2024-05-02 12:00:00+0000,2024-05-02 18:00:00+0000,2024-05-03 12:00:00+0000,38956.7,38956.7,0,4294967295,1,3,3,0,0,0,4,0,0,0,1,Root-Solved
7,2024-05-02 18:00:00+0000,2024-05-03 00:00:00+0000,2024-05-03 18:00:00+0000,21279,21279,0,4294967295,0,3,4,0,0,0,4,0,0,0,1,Root-Solved
8,2024-05-03 00:00:00+0000,2024-05-03 06:00:00+0000,2024-05-04 00:00:00+0000,41103.1,41103.1,0,4294967295,1,3,3,0,0,0,4,0,0,0,1,Root-Solved
9,2024-05-03 06:00:00+0000,2024-05-03 12:00:00+0000,2024-05-04 06:00:00+0000,22756.2,23256.3,0.0215022,4294967295,0,3,6,0,0,0,4,0,0,4,5,Trunc. CG
10,2024-05-03 12:00:00+0000,2024-05-03 18:00:00+0000,2024-05-04 12:00:00+0000,40884.6,40884.6,0,4294967295,1,3,4,0,0,0,4,0,0,0,1,Root-Solved
11,2024-05-03 18:00:00+0000,2024-05-04 00:00:00+0000,2024-05-04 12:00:00+0000,39868.1,39868.1,0,4294967295,1,3,2,0,0,0,4,0,0,0,1,Root-Solved
12,2024-05-04 00:00:00+0000,2024-05-04 06:00:00+0000,2024-05-04 12:00:00+0000,33554.1,33652.7,0.00292993,4294967295,1,2,1,0,0,0,4,0,0,0,1,Trunc. CG
13,2024-05-04 06:00:00+0000,2024-05-04 12:00:00+0000,2024-05-04 12:00:00+0000,32118.2,32118.2,0,4294967295,1,2,0,0,0,0,4,0,0,0,1,Root-Solved
