IndexPlanningHorizon,IndexBranchingNode,Iteration,LBfrac,UBfrac,GAPfrac,IntFound,LBint,UBint,GAPint,MSecondsMP,MSecondsPP,MSecondsAUXCG,MSecondsStrongBranching,MPSizeConstraints,MPSizeVariables,ColumnsAdded,PPNetworkConstructionTime,PPNetworkSizeNodes,PPNetworkSizeArcs,LazyConstraintAdded,BranchType,IndexParentBranchingNode,MSecondsFilterMPVars,MSecondsFilterPPNodes,VehicleID,TripID,MaintenanceID,FracValue,BranchValue
0,1,0,-1.79769e+308,880000,2.04283e+302,1,-1.79769e+308,880000,2.04283e+302,1,0,0,0,60,55,0,0,0,0,,,,,,,,,,
0,1,1,-224578,613404,1.36612,1,-224578,613404,1.36612,0,1,0,0,60,123,68,1,49,158,,,,,,,,,,
0,1,2,-224578,386504,1.58105,1,-224578,386504,1.58105,0,1,0,0,60,199,76,0,50,199,,,,,,,,,,
0,1,3,-224578,202174,2.11081,0,-224578,386504,1.58105,0,1,0,0,60,252,53,0,57,285,,,,,,,,,,
0,1,4,-224578,127112,2.76676,1,-224578,127112,2.76676,0,1,0,0,60,304,52,0,61,321,,,,,,,,,,
0,1,5,-224578,126307,2.77803,0,-224578,127112,2.76676,0,1,0,0,60,458,154,0,72,418,,,,,,,,,,
0,1,6,-224578,126028,2.78197,0,-224578,127112,2.76676,0,1,0,0,60,591,133,0,64,354,,,,,,,,,,
0,1,7,-224578,125045,2.79598,0,-224578,127112,2.76676,2,1,0,0,60,855,264,0,93,598,,,,,,,,,,
0,1,8,121747,124871,0.0250219,0,121747,127112,0.0422122,0,0,0,0,60,895,40,0,65,410,,,,,,,,,,
0,1,9,123794,124820,0.00821725,0,123794,127112,0.026104,0,0,0,0,60,911,16,0,58,363,,,,,,,,,,
0,1,10,124820,124820,0,0,124820,127112,0.0180349,0,0,0,0,60,911,0,0,51,270,,,,,,,,,,
0,1,,,,,,,,,,,,,,,,,,,,Trunc. CG,4294967295,0,0,,,,1.79769e+308,1.79769e+308
0,2,,,,,,,,,,,,,,,,,,,,VEHICLE_TRIP,1,0,0,,,,0.666667,1
0,2,4294967295,-1.79769e+308,1.79769e+308,inf,0,0,1.79769e+308,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
0,2,0,124820,124820,1.16583e-16,0,124820,127112,0.0180349,0,0,0,0,60,911,0,0,51,270,,,,,,,,,,
0,2,1,124820,124820,1.16583e-16,0,124820,127112,0.0180349,0,0,0,0,60,911,0,0,51,290,,,,,,,,,,
0,3,,,,,,,,,,,,,,,,,,,,VEHICLE_TRIP,2,0,0,,,,0.666667,1
0,3,4294967295,-1.79769e+308,1.79769e+308,inf,0,0,1.79769e+308,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
0,3,0,124820,124859,0.000312246,0,124820,127112,0.0180349,0,0,0,0,60,911,0,0,51,290,,,,,,,,,,
0,3,1,124820,124820,1.16583e-16,0,124820,127112,0.0180349,0,0,0,0,60,926,15,0,53,330,,,,,,,,,,
0,4,,,,,,,,,,,,,,,,,,,,VEHICLE_TRIP,3,0,0,,,,0.666667,1
0,4,4294967295,-1.79769e+308,1.79769e+308,inf,0,0,1.79769e+308,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
0,4,0,124820,124820,1.16583e-16,0,124820,127112,0.0180349,0,0,0,0,60,926,0,0,53,330,,,,,,,,,,
0,4,1,124820,124820,1.16583e-16,0,124820,127112,0.0180349,0,0,0,0,60,926,0,0,54,323,,,,,,,,,,
0,5,,,,,,,,,,,,,,,,,,,,VEHICLE_CHARGING_AFTER,4,0,0,,,,0.666667,1
0,5,4294967295,-1.79769e+308,1.79769e+308,inf,0,0,1.79769e+308,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
0,5,0,124820,124820,0,0,124820,127112,0.0180349,0,0,0,0,60,926,0,0,54,323,,,,,,,,,,
0,5,1,124820,124820,0,0,124820,127112,0.0180349,0,0,0,0,60,926,0,0,54,331,,,,,,,,,,
0,6,,,,,,,,,,,,,,,,,,,,VEHICLE_TRIP,5,0,0,,,,0.666667,1
0,6,4294967295,-1.79769e+308,1.79769e+308,inf,0,0,1.79769e+308,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
0,6,0,124820,138486,0.0986803,0,124820,127112,0.0180349,0,0,0,0,60,926,0,0,54,331,,,,,,,,,,
0,6,1,124820,124881,0.000485349,0,124820,127112,0.0180349,1,0,0,0,60,1033,107,0,60,433,,,,,,,,,,
0,7,,,,,,,,,,,,,,,,,,,,VEHICLE_TRIP,6,0,0,,,,0.666667,1
0,7,4294967295,-1.79769e+308,1.79769e+308,inf,0,0,1.79769e+308,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
0,7,0,124820,125403,0.00464735,0,124820,127112,0.0180349,1,0,0,0,60,1033,0,0,60,433,,,,,,,,,,
0,7,1,124820,124990,0.00135818,0,124820,127112,0.0180349,0,0,0,0,60,1056,23,0,61,426,,,,,,,,,,
0,8,,,,,,,,,,,,,,,,,,,,VEHICLE_MAINTENANCE,7,0,0,,,,0.5,1
0,8,4294967295,-1.79769e+308,1.79769e+308,inf,0,0,1.79769e+308,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
0,8,0,124820,126162,0.0106389,1,124820,126162,0.0106389,0,0,0,0,60,1056,0,0,61,426,,,,,,,,,,
0,8,1,124820,126162,0.0106389,0,124820,126162,0.0106389,0,0,0,0,60,1077,21,0,77,512,,,,,,,,,,
0,8,2,125892,126162,0.00214372,0,124820,126162,0.0106389,0,0,0,0,60,1078,1,0,60,414,,,,,,,,,,
0,1,,,,,,,,,,,,,,,,,,,,Branch-and-Price (Depth-First),4294967295,0,0,,,,1.79769e+308,1.79769e+308
0,3,,,,,,,,,,,,,,,,,,,,TOTAL_VEHICLES,1,0,0,,,,6.33333,6
0,3,0,124820,125229,0.00326929,1,124820,125229,0.00326929,4,0,0,0,60,1078,0,0,60,414,,,,,,,,,,
0,3,1,124876,125229,0.00281857,0,124820,125229,0.00326929,0,0,0,0,60,1086,8,0,56,304,,,,,,,,,,
0,3,2,125229,125229,0,0,124820,125229,0.00326929,0,0,0,0,60,1086,0,0,52,277,,,,,,,,,,
0,4,,,,,,,,,,,,,,,,,,,,TOTAL_VEHICLES,1,0,0,,,,6.33333,7
0,4,0,124820,125839,0.0080983,0,124820,125229,0.00326929,2,0,0,0,60,1086,0,0,52,277,,,,,,,,,,
0,4,1,125428,125839,0.00326633,0,124820,125229,0.00326929,0,0,0,0,60,1100,14,0,57,332,,,,,,,,,,
1,1,0,-1.79769e+308,880000,2.04283e+302,1,-1.79769e+308,880000,2.04283e+302,0,0,0,0,60,55,0,0,0,0,,,,,,,,,,
1,1,1,-399597,277013,2.44252,1,-399597,277013,2.44252,0,0,0,0,60,168,113,0,49,151,,,,,,,,,,
1,1,2,-342739,122896,3.78885,1,-342739,122896,3.78885,0,0,0,0,60,234,66,0,50,178,,,,,,,,,,
1,1,3,-342739,48614.3,8.05016,1,-342739,48614.3,8.05016,0,0,0,0,60,364,130,0,60,285,,,,,,,,,,
1,1,4,-342739,48270.1,8.10043,0,-342739,48614.3,8.05016,0,0,0,0,60,482,118,0,62,374,,,,,,,,,,
1,1,5,-207447,47373.6,5.37897,1,-207447,47373.6,5.37897,1,0,0,0,60,599,117,0,69,359,,,,,,,,,,
1,1,6,39445.8,46928.5,0.159449,0,39445.8,47373.6,0.167345,1,0,0,0,60,701,102,0,67,413,,,,,,,,,,
1,1,7,45636.7,46759.3,0.024007,1,45636.7,46759.3,0.024007,0,0,0,0,60,729,28,0,68,384,,,,,,,,,,
1,1,8,46607.5,46759.3,0.00324641,0,46607.5,46759.3,0.00324641,0,0,0,0,60,740,11,0,67,345,,,,,,,,,,
1,1,9,46759.3,46759.3,0,0,46759.3,46759.3,0,0,0,0,0,60,740,0,0,57,272,,,,,,,,,,
2,1,0,-1.79769e+308,800000,2.24712e+302,1,-1.79769e+308,800000,2.24712e+302,0,0,0,0,55,51,0,0,0,0,,,,,,,,,,
2,1,1,-219632,123354,2.78049,1,-219632,123354,2.78049,0,0,0,0,55,163,112,0,41,145,,,,,,,,,,
2,1,2,-219632,90170.7,3.43574,1,-219632,90170.7,3.43574,0,0,0,0,55,287,124,0,54,277,,,,,,,,,,
2,1,3,-219632,88606,3.47875,1,-219632,88606,3.47875,0,0,0,0,55,424,137,0,59,406,,,,,,,,,,
2,1,4,18372.9,88559.2,0.792536,1,18372.9,88559.2,0.792536,0,0,0,0,55,572,148,0,64,464,,,,,,,,,,
2,1,5,28311.6,85507.7,0.6689,0,28311.6,88559.2,0.680309,0,0,0,0,55,731,159,0,71,386,,,,,,,,,,
2,1,6,61253.1,85053.6,0.27983,1,61253.1,85053.6,0.27983,1,0,0,0,55,833,102,0,67,343,,,,,,,,,,
2,1,7,79727.9,84408.2,0.0554483,1,79727.9,84408.2,0.0554483,1,0,0,0,55,897,64,0,55,279,,,,,,,,,,
2,1,8,82283.2,84408.2,0.0251749,0,82283.2,84408.2,0.0251749,0,0,0,0,55,949,52,0,55,277,,,,,,,,,,
2,1,9,83019.3,84408.2,0.0164546,0,83019.3,84408.2,0.0164546,0,0,0,0,55,1014,65,0,77,408,,,,,,,,,,
2,1,10,84392.1,84408.2,0.000190503,0,84392.1,84408.2,0.000190503,0,0,0,0,55,1019,5,0,51,226,,,,,,,,,,
2,1,11,84408.2,84408.2,0,0,84408.2,84408.2,0,0,0,0,0,55,1019,0,0,47,198,,,,,,,,,,
3,1,0,-1.79769e+308,840000,2.14011e+302,1,-1.79769e+308,840000,2.14011e+302,0,0,0,0,58,53,0,0,0,0,,,,,,,,,,
3,1,1,-252380,204888,2.2318,1,-252380,204888,2.2318,0,0,0,0,58,203,150,0,46,152,,,,,,,,,,
3,1,2,-252380,163837,2.54043,0,-252380,204888,2.2318,0,0,0,0,58,312,109,0,56,293,,,,,,,,,,
3,1,3,-252380,86127.4,3.93031,0,-252380,204888,2.2318,0,0,0,0,58,486,174,0,62,394,,,,,,,,,,
3,1,4,-252380,86127.4,3.93031,0,-252380,204888,2.2318,0,0,0,0,58,673,187,0,71,424,,,,,,,,,,
3,1,5,-187865,85690,3.19238,0,-187865,204888,1.91692,1,0,0,0,58,877,204,0,70,421,,,,,,,,,,
3,1,6,81279.7,84686.5,0.0402276,1,81279.7,84686.5,0.0402276,1,0,0,0,58,938,61,0,68,397,,,,,,,,,,
3,1,7,83292.1,84686.5,0.0164647,0,83292.1,84686.5,0.0164647,0,0,0,0,58,1039,101,0,74,458,,,,,,,,,,
3,1,8,84686.5,84686.5,0,0,84686.5,84686.5,0,0,0,0,0,58,1039,0,0,48,214,,,,,,,,,,
4,1,0,-1.79769e+308,860000,2.09034e+302,1,-1.79769e+308,860000,2.09034e+302,0,0,0,0,59,54,0,0,0,0,,,,,,,,,,
4,1,1,-267413,278045,1.96176,0,-267413,860000,1.31095,0,0,0,0,59,207,153,0,50,163,,,,,,,,,,
4,1,2,-267413,105361,3.53806,1,-267413,105361,3.53806,0,0,0,0,59,412,205,0,62,284,,,,,,,,,,
