Index,StartTime,EndTime,EndTimeOverlap,LBint,UBint,GAPint,NrSchedulesGenerated,NrUnassignedTrips,NrVehiclesRotation,MSecondsTotal,MSecondsMP,MSecondsPP,PPNetworkConstructionTime,PPNRSegments,MSecondsFilterMPVars,MSecondsFilterPPNodes,BranchingDepth,BranchingSize,Algorithm
0,2024-05-01 00:00:00+0000,2024-05-01 06:00:00+0000,2024-05-02 00:00:00+0000,124820,125229,0.00326929,4294967295,4,6,136,38,12,0,4,12,0,1,3,Trunc. CG -> Branch-and-Price (Best-First)
1,2024-05-01 06:00:00+0000,2024-05-01 12:00:00+0000,2024-05-02 06:00:00+0000,46759.3,46759.3,0,4294967295,0,7,31,7,6,0,4,0,0,0,1,Root-Solved
2,2024-05-01 12:00:00+0000,2024-05-01 18:00:00+0000,2024-05-02 12:00:00+0000,84408.2,84408.2,0,4294967295,2,6,23,3,4,0,4,0,0,0,1,Root-Solved
3,2024-05-01 18:00:00+0000,2024-05-02 00:00:00+0000,2024-05-02 18:00:00+0000,84686.5,84686.5,0,4294967295,2,6,33,10,6,0,4,0,0,0,1,Root-Solved
4,2024-05-02 00:00:00+0000,2024-05-02 06:00:00+0000,2024-05-03 00:00:00+0000,68618.3,68946.1,0.00475496,4294967295,1,7,118,22,10,0,4,4,0,1,4,Trunc. CG -> Branch-and-Price (Best-First)
5,2024-05-02 06:00:00+0000,2024-05-02 12:00:00+0000,2024-05-03 06:00:00+0000,47995.9,47995.9,0,4294967295,0,7,23,5,2,0,4,0,0,0,1,Root-Solved
6,2024-05-02 12:00:00+0000,2024-05-02 18:00:00+0000,2024-05-03 12:00:00+0000,84958.4,84958.4,0,4294967295,2,6,86,20,3,0,4,15,0,1,3,Trunc. CG -> Branch-and-Price (Best-First)
7,2024-05-02 18:00:00+0000,2024-05-03 00:00:00+0000,2024-05-03 18:00:00+0000,84931.1,84931.1,0,4294967295,2,6,37,11,8,0,4,0,0,0,1,Root-Solved
8,2024-05-03 00:00:00+0000,2024-05-03 06:00:00+0000,2024-05-04 00:00:00+0000,68652.1,68979.2,0.00474253,4294967295,1,7,230,85,18,0,4,66,0,1,3,Trunc. CG -> Branch-and-Price (Best-First)
9,2024-05-03 06:00:00+0000,2024-05-03 12:00:00+0000,2024-05-04 06:00:00+0000,48870.9,48870.9,0,4294967295,0,7,31,7,6,0,4,0,0,0,1,Root-Solved
10,2024-05-03 12:00:00+0000,2024-05-03 18:00:00+0000,2024-05-04 12:00:00+0000,85704,85704,0,4294967295,2,6,24,5,1,0,4,0,0,0,1,Root-Solved
11,2024-05-03 18:00:00+0000,2024-05-04 00:00:00+0000,2024-05-04 12:00:00+0000,80047.7,80047.7,0,4294967295,2,6,7,0,0,0,4,0,0,0,1,Root-Solved
12,2024-05-04 00:00:00+0000,2024-05-04 06:00:00+0000,2024-05-04 12:00:00+0000,71211.4,71211.4,0,4294967295,2,5,3,0,0,0,4,0,0,0,1,Root-Solved
13,2024-05-04 06:00:00+0000,2024-05-04 12:00:00+0000,2024-05-04 12:00:00+0000,69201.5,69201.5,0,4294967295,2,5,2,0,0,0,4,0,0,0,1,Root-Solved
