IndexPlanningHorizon,IndexBranchingNode,Iteration,LBfrac,UBfrac,GAPfrac,IntFound,LBint,UBint,GAPint,MSecondsMP,MSecondsPP,MSecondsAUXCG,MSecondsStrongBranching,MPSizeConstraints,MPSizeVariables,ColumnsAdded,PPNetworkConstructionTime,PPNetworkSizeNodes,PPNetworkSizeArcs,LazyConstraintAdded,BranchType,IndexParentBranchingNode,MSecondsFilterMPVars,MSecondsFilterPPNodes,VehicleID,TripID,MaintenanceID,FracValue,BranchValue
0,1,0,-1.79769e+308,880000,2.04283e+302,1,-1.79769e+308,880000,2.04283e+302,1,0,0,0,60,55,0,0,0,0,,,,,,,,,,
0,1,1,-1.79769e+308,540702,3.32474e+302,1,-1.79769e+308,540702,3.32474e+302,0,2,0,0,60,218,163,0,50,130,,,,,,,,,,
0,1,2,-1.79769e+308,188182,9.55294e+302,0,-1.79769e+308,540702,3.32474e+302,1,2,0,0,60,389,171,0,55,145,,,,,,,,,,
0,1,3,-1.79769e+308,126480,1.42132e+303,0,-1.79769e+308,540702,3.32474e+302,1,2,0,0,60,582,193,0,60,160,,,,,,,,,,
0,1,4,-1.79769e+308,125688,1.43028e+303,0,-1.79769e+308,540702,3.32474e+302,1,1,0,0,60,829,247,0,66,178,,,,,,,,,,
0,1,5,-136134,125433,2.08531,0,-136134,540702,1.25177,1,1,0,0,60,919,90,0,65,175,,,,,,,,,,
0,1,6,-135596,125297,2.0822,0,-135596,540702,1.25078,0,1,0,0,60,1019,100,0,69,187,,,,,,,,,,
0,1,7,-135596,124884,2.08578,0,-135596,540702,1.25078,1,0,0,0,60,1078,59,0,57,151,,,,,,,,,,
0,1,8,123928,124827,0.0072016,0,123928,540702,0.770802,0,0,0,0,60,1085,7,0,53,139,,,,,,,,,,
0,1,9,124806,124820,0.000109538,0,124806,540702,0.769177,0,0,0,0,60,1090,5,0,51,133,,,,,,,,,,
0,1,10,124820,124820,0,0,124820,540702,0.769152,0,0,0,0,60,1090,0,0,51,133,,,,,,,,,,
0,1,,,,,,,,,,,,,,,,,,,,Trunc. CG,4294967295,0,0,,,,1.79769e+308,1.79769e+308
