Id,StartTime,EndTime,MaintenanceLocationID,VehicleId
0,2024-04-30 06:00:00+00:00,2024-04-30 08:40:00+00:00,2,
1,2024-04-30 06:57:00+00:00,2024-04-30 09:37:00+00:00,2,
2,2024-04-30 07:54:00+00:00,2024-04-30 10:34:00+00:00,2,
3,2024-04-30 08:51:00+00:00,2024-04-30 11:31:00+00:00,2,
4,2024-04-30 09:48:00+00:00,2024-04-30 12:28:00+00:00,2,
5,2024-04-30 10:45:00+00:00,2024-04-30 13:25:00+00:00,2,
6,2024-04-30 11:42:00+00:00,2024-04-30 14:22:00+00:00,2,
7,2024-04-30 12:39:00+00:00,2024-04-30 15:19:00+00:00,2,
8,2024-04-30 13:36:00+00:00,2024-04-30 16:16:00+00:00,2,
9,2024-04-30 14:33:00+00:00,2024-04-30 17:13:00+00:00,2,
10,2024-04-30 15:30:00+00:00,2024-04-30 18:10:00+00:00,2,
11,2024-04-30 16:27:00+00:00,2024-04-30 19:07:00+00:00,2,
12,2024-04-30 17:24:00+00:00,2024-04-30 20:04:00+00:00,2,
13,2024-04-30 18:21:00+00:00,2024-04-30 21:01:00+00:00,2,
14,2024-05-01 06:00:00+00:00,2024-05-01 08:40:00+00:00,2,
15,2024-05-01 06:57:00+00:00,2024-05-01 09:37:00+00:00,2,
16,2024-05-01 07:54:00+00:00,2024-05-01 10:34:00+00:00,2,
17,2024-05-01 08:51:00+00:00,2024-05-01 11:31:00+00:00,2,
18,2024-05-01 09:48:00+00:00,2024-05-01 12:28:00+00:00,2,
19,2024-05-01 10:45:00+00:00,2024-05-01 13:25:00+00:00,2,
20,2024-05-01 11:42:00+00:00,2024-05-01 14:22:00+00:00,2,
21,2024-05-01 12:39:00+00:00,2024-05-01 15:19:00+00:00,2,
22,2024-05-01 13:36:00+00:00,2024-05-01 16:16:00+00:00,2,
23,2024-05-01 14:33:00+00:00,2024-05-01 17:13:00+00:00,2,
24,2024-05-01 15:30:00+00:00,2024-05-01 18:10:00+00:00,2,
25,2024-05-01 16:27:00+00:00,2024-05-01 19:07:00+00:00,2,
26,2024-05-01 17:24:00+00:00,2024-05-01 20:04:00+00:00,2,
27,2024-05-01 18:21:00+00:00,2024-05-01 21:01:00+00:00,2,
28,2024-05-02 06:00:00+00:00,2024-05-02 08:40:00+00:00,2,
29,2024-05-02 06:57:00+00:00,2024-05-02 09:37:00+00:00,2,
30,2024-05-02 07:54:00+00:00,2024-05-02 10:34:00+00:00,2,
31,2024-05-02 08:51:00+00:00,2024-05-02 11:31:00+00:00,2,
32,2024-05-02 09:48:00+00:00,2024-05-02 12:28:00+00:00,2,
33,2024-05-02 10:45:00+00:00,2024-05-02 13:25:00+00:00,2,
34,2024-05-02 11:42:00+00:00,2024-05-02 14:22:00+00:00,2,
35,2024-05-02 12:39:00+00:00,2024-05-02 15:19:00+00:00,2,
36,2024-05-02 13:36:00+00:00,2024-05-02 16:16:00+00:00,2,
37,2024-05-02 14:33:00+00:00,2024-05-02 17:13:00+00:00,2,
38,2024-05-02 15:30:00+00:00,2024-05-02 18:10:00+00:00,2,
39,2024-05-02 16:27:00+00:00,2024-05-02 19:07:00+00:00,2,
40,2024-05-02 17:24:00+00:00,2024-05-02 20:04:00+00:00,2,
41,2024-05-02 18:21:00+00:00,2024-05-02 21:01:00+00:00,2,
42,2024-05-03 06:00:00+00:00,2024-05-03 08:40:00+00:00,2,
43,2024-05-03 06:57:00+00:00,2024-05-03 09:37:00+00:00,2,
44,2024-05-03 07:54:00+00:00,2024-05-03 10:34:00+00:00,2,
45,2024-05-03 08:51:00+00:00,2024-05-03 11:31:00+00:00,2,
46,2024-05-03 09:48:00+00:00,2024-05-03 12:28:00+00:00,2,
47,2024-05-03 10:45:00+00:00,2024-05-03 13:25:00+00:00,2,
48,2024-05-03 11:42:00+00:00,2024-05-03 14:22:00+00:00,2,
49,2024-05-03 12:39:00+00:00,2024-05-03 15:19:00+00:00,2,
50,2024-05-03 13:36:00+00:00,2024-05-03 16:16:00+00:00,2,
51,2024-05-03 14:33:00+00:00,2024-05-03 17:13:00+00:00,2,
52,2024-05-03 15:30:00+00:00,2024-05-03 18:10:00+00:00,2,
53,2024-05-03 16:27:00+00:00,2024-05-03 19:07:00+00:00,2,
54,2024-05-03 17:24:00+00:00,2024-05-03 20:04:00+00:00,2,
55,2024-05-03 18:21:00+00:00,2024-05-03 21:01:00+00:00,2,
56,2024-05-04 06:00:00+00:00,2024-05-04 08:40:00+00:00,2,
57,2024-05-04 06:57:00+00:00,2024-05-04 09:37:00+00:00,2,
58,2024-05-04 07:54:00+00:00,2024-05-04 10:34:00+00:00,2,
59,2024-05-04 08:51:00+00:00,2024-05-04 11:31:00+00:00,2,
60,2024-05-04 09:48:00+00:00,2024-05-04 12:28:00+00:00,2,
61,2024-05-04 10:45:00+00:00,2024-05-04 13:25:00+00:00,2,
62,2024-05-04 11:42:00+00:00,2024-05-04 14:22:00+00:00,2,
63,2024-05-04 12:39:00+00:00,2024-05-04 15:19:00+00:00,2,
64,2024-05-04 13:36:00+00:00,2024-05-04 16:16:00+00:00,2,
65,2024-05-04 14:33:00+00:00,2024-05-04 17:13:00+00:00,2,
66,2024-05-04 15:30:00+00:00,2024-05-04 18:10:00+00:00,2,
67,2024-05-04 16:27:00+00:00,2024-05-04 19:07:00+00:00,2,
68,2024-05-04 17:24:00+00:00,2024-05-04 20:04:00+00:00,2,
69,2024-05-04 18:21:00+00:00,2024-05-04 21:01:00+00:00,2,
70,2024-05-05 06:00:00+00:00,2024-05-05 08:40:00+00:00,2,
71,2024-05-05 06:57:00+00:00,2024-05-05 09:37:00+00:00,2,
72,2024-05-05 07:54:00+00:00,2024-05-05 10:34:00+00:00,2,
73,2024-05-05 08:51:00+00:00,2024-05-05 11:31:00+00:00,2,
74,2024-05-05 09:48:00+00:00,2024-05-05 12:28:00+00:00,2,
75,2024-05-05 10:45:00+00:00,2024-05-05 13:25:00+00:00,2,
76,2024-05-05 11:42:00+00:00,2024-05-05 14:22:00+00:00,2,
77,2024-05-05 12:39:00+00:00,2024-05-05 15:19:00+00:00,2,
78,2024-05-05 13:36:00+00:00,2024-05-05 16:16:00+00:00,2,
79,2024-05-05 14:33:00+00:00,2024-05-05 17:13:00+00:00,2,
80,2024-05-05 15:30:00+00:00,2024-05-05 18:10:00+00:00,2,
81,2024-05-05 16:27:00+00:00,2024-05-05 19:07:00+00:00,2,
82,2024-05-05 17:24:00+00:00,2024-05-05 20:04:00+00:00,2,
83,2024-05-05 18:21:00+00:00,2024-05-05 21:01:00+00:00,2,
84,2024-05-06 06:00:00+00:00,2024-05-06 08:40:00+00:00,2,
85,2024-05-06 06:57:00+00:00,2024-05-06 09:37:00+00:00,2,
86,2024-05-06 07:54:00+00:00,2024-05-06 10:34:00+00:00,2,
87,2024-05-06 08:51:00+00:00,2024-05-06 11:31:00+00:00,2,
88,2024-05-06 09:48:00+00:00,2024-05-06 12:28:00+00:00,2,
89,2024-05-06 10:45:00+00:00,2024-05-06 13:25:00+00:00,2,
90,2024-05-06 11:42:00+00:00,2024-05-06 14:22:00+00:00,2,
91,2024-05-06 12:39:00+00:00,2024-05-06 15:19:00+00:00,2,
92,2024-05-06 13:36:00+00:00,2024-05-06 16:16:00+00:00,2,
93,2024-05-06 14:33:00+00:00,2024-05-06 17:13:00+00:00,2,
94,2024-05-06 15:30:00+00:00,2024-05-06 18:10:00+00:00,2,
95,2024-05-06 16:27:00+00:00,2024-05-06 19:07:00+00:00,2,
96,2024-05-06 17:24:00+00:00,2024-05-06 20:04:00+00:00,2,
97,2024-05-06 18:21:00+00:00,2024-05-06 21:01:00+00:00,2,
98,2024-05-07 06:00:00+00:00,2024-05-07 08:40:00+00:00,2,
99,2024-05-07 06:57:00+00:00,2024-05-07 09:37:00+00:00,2,
100,2024-05-07 07:54:00+00:00,2024-05-07 10:34:00+00:00,2,
101,2024-05-07 08:51:00+00:00,2024-05-07 11:31:00+00:00,2,
102,2024-05-07 09:48:00+00:00,2024-05-07 12:28:00+00:00,2,
103,2024-05-07 10:45:00+00:00,2024-05-07 13:25:00+00:00,2,
104,2024-05-07 11:42:00+00:00,2024-05-07 14:22:00+00:00,2,
105,2024-05-07 12:39:00+00:00,2024-05-07 15:19:00+00:00,2,
106,2024-05-07 13:36:00+00:00,2024-05-07 16:16:00+00:00,2,
107,2024-05-07 14:33:00+00:00,2024-05-07 17:13:00+00:00,2,
