Index,StartTime,EndTime,EndTimeOverlap,LBint,UBint,GAPint,NrSchedulesGenerated,NrUnassignedTrips,NrVehiclesRotation,MSecondsTotal,MSecondsMP,MSecondsPP,PPNetworkConstructionTime,PPNRSegments,MSecondsFilterMPVars,MSecondsFilterPPNodes,BranchingDepth,BranchingSize,Algorithm
0,2024-05-01 00:00:00+0000,2024-05-01 06:00:00+0000,2024-05-02 00:00:00+0000,109271,109271,0,4294967295,4,4,24,1,2,0,4,0,0,1,4,Trunc. CG -> Branch-and-Price (Depth-First)
1,2024-05-01 06:00:00+0000,2024-05-01 12:00:00+0000,2024-05-02 06:00:00+0000,31799.4,31997,0.00617645,4294967295,0,5,27,1,0,0,4,0,0,1,4,Trunc. CG -> Branch-and-Price (Depth-First)
2,2024-05-01 12:00:00+0000,2024-05-01 18:00:00+0000,2024-05-02 12:00:00+0000,46547.2,46547.2,0,4294967295,1,4,4,0,0,0,4,0,0,0,1,Root-Solved
3,2024-05-01 18:00:00+0000,2024-05-02 00:00:00+0000,2024-05-02 18:00:00+0000,47792.8,47792.8,0,4294967295,1,4,5,0,0,0,4,0,0,0,1,Root-Solved
4,2024-05-02 00:00:00+0000,2024-05-02 06:00:00+0000,2024-05-03 00:00:00+0000,50047.7,50047.7,2.90761e-16,4294967295,1,4,9,0,0,0,4,0,0,0,1,Root-Solved
5,2024-05-02 06:00:00+0000,2024-05-02 12:00:00+0000,2024-05-03 06:00:00+0000,31846.5,32023.8,0.00553663,4294967295,0,5,35,3,0,0,4,4,0,3,8,Trunc. CG -> Branch-and-Price (Depth-First)
6,2024-05-02 12:00:00+0000,2024-05-02 18:00:00+0000,2024-05-03 12:00:00+0000,46619.2,46619.2,0,4294967295,1,4,6,0,0,0,4,0,0,0,1,Root-Solved
7,2024-05-02 18:00:00+0000,2024-05-03 00:00:00+0000,2024-05-03 18:00:00+0000,47828.8,47828.8,0,4294967295,1,4,7,0,0,0,4,0,0,0,1,Root-Solved
8,2024-05-03 00:00:00+0000,2024-05-03 06:00:00+0000,2024-05-04 00:00:00+0000,50047.7,50047.7,0,4294967295,1,4,12,0,0,0,4,0,0,0,1,Root-Solved
9,2024-05-03 06:00:00+0000,2024-05-03 12:00:00+0000,2024-05-04 06:00:00+0000,32131.6,32248.5,0.00362509,4294967295,0,5,26,2,0,0,4,0,0,1,4,Trunc. CG -> Branch-and-Price (Depth-First)
10,2024-05-03 12:00:00+0000,2024-05-03 18:00:00+0000,2024-05-04 12:00:00+0000,47426.7,47426.7,0,4294967295,1,4,11,0,1,0,4,0,0,0,1,Root-Solved
11,2024-05-03 18:00:00+0000,2024-05-04 00:00:00+0000,2024-05-04 12:00:00+0000,42597.3,42597.3,0,4294967295,1,3,3,0,0,0,4,0,0,0,1,Root-Solved
12,2024-05-04 00:00:00+0000,2024-05-04 06:00:00+0000,2024-05-04 12:00:00+0000,38836.3,38836.3,0,4294967295,1,3,2,0,0,0,4,0,0,0,1,Root-Solved
13,2024-05-04 06:00:00+0000,2024-05-04 12:00:00+0000,2024-05-04 12:00:00+0000,36791.4,36791.4,0,4294967295,1,3,1,0,0,0,4,0,0,0,1,Root-Solved
