IndexPlanningHorizon,IndexBranchingNode,Iteration,LBfrac,UBfrac,GAPfrac,IntFound,LBint,UBint,GAPint,MSecondsMP,MSecondsPP,MSecondsAUXCG,MSecondsStrongBranching,MPSizeConstraints,MPSizeVariables,ColumnsAdded,PPNetworkConstructionTime,PPNetworkSizeNodes,PPNetworkSizeArcs,LazyConstraintAdded,BranchType,IndexParentBranchingNode,MSecondsFilterMPVars,MSecondsFilterPPNodes,VehicleID,TripID,MaintenanceID,FracValue,BranchValue
0,1,0,-1.79769e+308,560000,3.21017e+302,1,-1.79769e+308,560000,3.21017e+302,1,0,0,0,40,37,0,0,0,0,,,,,,,,,,
0,1,1,-216535,297898,1.72688,1,-216535,297898,1.72688,0,1,0,0,40,132,95,0,33,83,,,,,,,,,,
0,1,2,-166518,146008,2.14047,1,-166518,146008,2.14047,0,1,0,0,40,211,79,0,34,86,,,,,,,,,,
0,1,3,-112667,112080,2.00525,1,-112667,112080,2.00525,0,0,0,0,40,274,63,0,38,98,,,,,,,,,,
0,1,4,-63767.3,111155,1.57368,0,-63767.3,112080,1.56895,0,0,0,0,40,308,34,0,38,98,,,,,,,,,,
0,1,5,-62613.6,110614,1.56606,0,-62613.6,112080,1.55865,0,0,0,0,40,363,55,0,42,110,,,,,,,,,,
0,1,6,104866,109293,0.0405098,0,104866,112080,0.0643627,0,0,0,0,40,381,18,0,38,98,,,,,,,,,,
0,1,7,108443,109190,0.00683475,0,108443,112080,0.032443,0,0,0,0,40,386,5,0,37,95,,,,,,,,,,
0,1,8,109070,109162,0.000843076,0,109070,112080,0.026851,0,0,0,0,40,394,8,0,40,104,,,,,,,,,,
0,1,9,109162,109162,0,0,109162,112080,0.0260299,0,0,0,0,40,394,0,0,37,95,,,,,,,,,,
0,1,,,,,,,,,,,,,,,,,,,,Trunc. CG,4294967295,0,0,,,,1.79769e+308,1.79769e+308
0,2,,,,,,,,,,,,,,,,,,,,VEHICLE_CHARGING_BEFORE,1,0,0,,,,0.75,1
0,2,4294967295,-1.79769e+308,1.79769e+308,inf,0,0,1.79769e+308,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
0,2,0,109162,109208,0.000416253,0,109162,112080,0.0260299,0,0,0,0,40,394,0,0,37,95,,,,,,,,,,
0,2,1,109208,109208,0,0,109162,112080,0.0260299,0,0,0,0,40,394,0,0,37,95,,,,,,,,,,
0,3,,,,,,,,,,,,,,,,,,,,VEHICLE_TRIP,2,0,0,,,,0.75,1
0,3,4294967295,-1.79769e+308,1.79769e+308,inf,0,0,1.79769e+308,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
0,3,0,109208,109208,0,0,109162,112080,0.0260299,0,0,0,0,40,394,0,0,37,95,,,,,,,,,,
0,3,1,109208,109208,0,0,109162,112080,0.0260299,0,0,0,0,40,394,0,0,37,95,,,,,,,,,,
0,4,,,,,,,,,,,,,,,,,,,,VEHICLE_CHARGING_BEFORE,3,0,0,,,,0.5,1
0,4,4294967295,-1.79769e+308,1.79769e+308,inf,0,0,1.79769e+308,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
0,4,0,109208,109505,0.00271191,0,109162,112080,0.0260299,0,0,0,0,40,394,0,0,37,95,,,,,,,,,,
0,4,1,109271,109271,0,1,109162,109271,0.00100034,0,0,0,0,40,395,1,0,36,92,,,,,,,,,,
0,1,,,,,,,,,,,,,,,,,,,,Branch-and-Price (Depth-First),4294967295,0,0,,,,1.79769e+308,1.79769e+308
0,3,,,,,,,,,,,,,,,,,,,,TOTAL_VEHICLES,1,0,0,,,,4.25,4
0,3,0,109162,109271,0.00100034,0,109162,109271,0.00100034,0,0,0,0,40,395,0,0,36,92,,,,,,,,,,
0,3,1,109271,109271,0,0,109162,109271,0.00100034,0,0,0,0,40,395,0,0,37,95,,,,,,,,,,
0,4,,,,,,,,,,,,,,,,,,,,TOTAL_VEHICLES,1,0,0,,,,4.25,5
0,4,0,109162,110528,0.012359,0,109162,109271,0.00100034,0,0,0,0,40,395,0,0,37,95,,,,,,,,,,
0,4,1,110508,110523,0.00013608,0,109162,109271,0.00100034,0,0,0,0,40,397,2,0,37,95,,,,,,,,,,
1,1,0,-1.79769e+308,560000,3.21017e+302,1,-1.79769e+308,560000,3.21017e+302,0,0,0,0,40,37,0,0,0,0,,,,,,,,,,
1,1,1,-226124,107898,3.09571,1,-226124,107898,3.09571,0,0,0,0,40,187,150,0,34,86,,,,,,,,,,
1,1,2,-226124,32374.1,7.98471,0,-226124,107898,3.09571,0,0,0,0,40,310,123,0,43,113,,,,,,,,,,
1,1,3,-226124,32000.3,8.0663,0,-226124,107898,3.09571,0,0,0,0,40,409,99,0,46,122,,,,,,,,,,
1,1,4,26600.9,31347.7,0.151423,0,26600.9,107898,0.753462,0,0,0,0,40,457,48,0,39,101,,,,,,,,,,
1,1,5,30218.5,31072.7,0.0274889,0,30218.5,107898,0.719935,0,0,0,0,40,477,20,0,43,113,,,,,,,,,,
1,1,6,30751.8,31072.7,0.0103268,0,30751.8,107898,0.714992,0,0,0,0,40,479,2,0,41,107,,,,,,,,,,
1,1,7,30854,31072.7,0.00703822,0,30854,107898,0.714045,0,0,0,0,40,481,2,0,43,113,,,,,,,,,,
1,1,8,31072.7,31072.7,0,0,31072.7,107898,0.712018,0,0,0,0,40,481,0,0,40,104,,,,,,,,,,
1,1,,,,,,,,,,,,,,,,,,,,Trunc. CG,4294967295,0,0,,,,1.79769e+308,1.79769e+308
1,2,,,,,,,,,,,,,,,,,,,,VEHICLE_TRIP,1,0,0,,,,0.5,1
1,2,4294967295,-1.79769e+308,1.79769e+308,inf,0,0,1.79769e+308,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
1,2,0,31072.7,31226.5,0.00492582,0,31072.7,107898,0.712018,0,0,0,0,40,481,0,0,40,104,,,,,,,,,,
1,2,1,31072.7,31199.7,0.00407158,0,31072.7,107898,0.712018,0,0,0,0,40,487,6,0,45,119,,,,,,,,,,
1,3,,,,,,,,,,,,,,,,,,,,VEHICLE_TRIP,2,0,0,,,,0.5,1
1,3,4294967295,-1.79769e+308,1.79769e+308,inf,0,0,1.79769e+308,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
1,3,0,31072.7,31199.7,0.00407158,0,31072.7,107898,0.712018,0,0,0,0,40,487,0,0,45,119,,,,,,,,,,
1,3,1,31199.7,31199.7,0,0,31072.7,107898,0.712018,0,0,0,0,40,487,0,0,45,119,,,,,,,,,,
1,4,,,,,,,,,,,,,,,,,,,,VEHICLE_TRIP,3,0,0,,,,0.5,1
