Id,StartTime,EndTime,StartLocationID,EndLocationID
0,2024-04-30 06:25:00+00:00,2024-04-30 08:00:00+00:00,0,3
1,2024-04-30 08:15:00+00:00,2024-04-30 09:50:00+00:00,3,0
2,2024-04-30 08:40:00+00:00,2024-04-30 10:15:00+00:00,0,3
3,2024-04-30 10:30:00+00:00,2024-04-30 12:05:00+00:00,3,0
4,2024-04-30 10:55:00+00:00,2024-04-30 12:30:00+00:00,0,3
5,2024-04-30 12:45:00+00:00,2024-04-30 14:20:00+00:00,3,0
6,2024-04-30 13:10:00+00:00,2024-04-30 14:45:00+00:00,0,3
7,2024-04-30 15:00:00+00:00,2024-04-30 16:35:00+00:00,3,0
8,2024-04-30 15:25:00+00:00,2024-04-30 17:00:00+00:00,0,3
9,2024-04-30 17:15:00+00:00,2024-04-30 18:50:00+00:00,3,0
10,2024-04-30 17:40:00+00:00,2024-04-30 19:15:00+00:00,0,3
11,2024-04-30 19:30:00+00:00,2024-04-30 21:05:00+00:00,3,0
12,2024-04-30 19:55:00+00:00,2024-04-30 21:30:00+00:00,0,3
13,2024-04-30 21:45:00+00:00,2024-04-30 23:20:00+00:00,3,0
14,2024-04-30 22:10:00+00:00,2024-04-30 23:45:00+00:00,0,3
15,2024-05-01 00:00:00+00:00,2024-05-01 01:35:00+00:00,3,0
16,2024-05-01 00:25:00+00:00,2024-05-01 02:00:00+00:00,0,3
17,2024-05-01 02:15:00+00:00,2024-05-01 03:50:00+00:00,3,0
18,2024-05-01 03:25:00+00:00,2024-05-01 05:00:00+00:00,0,3
19,2024-05-01 05:15:00+00:00,2024-05-01 06:50:00+00:00,3,0
20,2024-04-30 07:16:00+00:00,2024-04-30 08:44:00+00:00,0,4
21,2024-04-30 08:59:00+00:00,2024-04-30 10:29:00+00:00,4,0
22,2024-04-30 09:31:00+00:00,2024-04-30 10:59:00+00:00,0,4
23,2024-04-30 11:14:00+00:00,2024-04-30 12:44:00+00:00,4,0
24,2024-04-30 11:46:00+00:00,2024-04-30 13:14:00+00:00,0,4
25,2024-04-30 13:29:00+00:00,2024-04-30 14:59:00+00:00,4,0
26,2024-04-30 14:01:00+00:00,2024-04-30 15:29:00+00:00,0,4
27,2024-04-30 15:44:00+00:00,2024-04-30 17:14:00+00:00,4,0
28,2024-04-30 16:16:00+00:00,2024-04-30 17:44:00+00:00,0,4
29,2024-04-30 17:59:00+00:00,2024-04-30 19:29:00+00:00,4,0
30,2024-04-30 18:31:00+00:00,2024-04-30 19:59:00+00:00,0,4
31,2024-04-30 20:14:00+00:00,2024-04-30 21:44:00+00:00,4,0
32,2024-04-30 20:46:00+00:00,2024-04-30 22:14:00+00:00,0,4
33,2024-04-30 22:29:00+00:00,2024-04-30 23:59:00+00:00,4,0
34,2024-04-30 23:01:00+00:00,2024-05-01 00:29:00+00:00,0,4
35,2024-05-01 00:44:00+00:00,2024-05-01 02:14:00+00:00,4,0
36,2024-05-01 01:16:00+00:00,2024-05-01 02:44:00+00:00,0,4
37,2024-05-01 02:59:00+00:00,2024-05-01 04:29:00+00:00,4,0
38,2024-05-01 04:16:00+00:00,2024-05-01 05:44:00+00:00,0,4
39,2024-05-01 05:59:00+00:00,2024-05-01 07:29:00+00:00,4,0
40,2024-04-30 06:00:00+00:00,2024-04-30 08:57:00+00:00,0,6
41,2024-04-30 06:57:00+00:00,2024-04-30 09:54:00+00:00,6,0
42,2024-04-30 08:15:00+00:00,2024-04-30 11:12:00+00:00,0,6
43,2024-04-30 09:12:00+00:00,2024-04-30 12:09:00+00:00,6,0
44,2024-04-30 10:30:00+00:00,2024-04-30 13:27:00+00:00,0,6
45,2024-04-30 11:27:00+00:00,2024-04-30 14:24:00+00:00,6,0
46,2024-04-30 12:45:00+00:00,2024-04-30 15:42:00+00:00,0,6
47,2024-04-30 13:42:00+00:00,2024-04-30 16:39:00+00:00,6,0
48,2024-04-30 15:00:00+00:00,2024-04-30 17:57:00+00:00,0,6
49,2024-04-30 15:57:00+00:00,2024-04-30 18:54:00+00:00,6,0
50,2024-04-30 17:15:00+00:00,2024-04-30 20:12:00+00:00,0,6
51,2024-04-30 18:12:00+00:00,2024-04-30 21:09:00+00:00,6,0
52,2024-04-30 19:30:00+00:00,2024-04-30 22:27:00+00:00,0,6
53,2024-04-30 20:27:00+00:00,2024-04-30 23:24:00+00:00,6,0
54,2024-04-30 21:45:00+00:00,2024-05-01 00:42:00+00:00,0,6
55,2024-04-30 22:42:00+00:00,2024-05-01 01:39:00+00:00,6,0
56,2024-05-01 00:00:00+00:00,2024-05-01 02:57:00+00:00,0,6
57,2024-05-01 00:57:00+00:00,2024-05-01 03:54:00+00:00,6,0
58,2024-05-01 03:00:00+00:00,2024-05-01 05:57:00+00:00,0,6
59,2024-05-01 03:57:00+00:00,2024-05-01 06:54:00+00:00,6,0
60,2024-04-30 06:57:00+00:00,2024-04-30 09:48:00+00:00,6,4
61,2024-04-30 06:08:00+00:00,2024-04-30 08:57:00+00:00,4,6
62,2024-04-30 09:12:00+00:00,2024-04-30 12:03:00+00:00,6,4
63,2024-04-30 08:23:00+00:00,2024-04-30 11:12:00+00:00,4,6
64,2024-04-30 11:27:00+00:00,2024-04-30 14:18:00+00:00,6,4
65,2024-04-30 10:38:00+00:00,2024-04-30 13:27:00+00:00,4,6
66,2024-04-30 13:42:00+00:00,2024-04-30 16:33:00+00:00,6,4
67,2024-04-30 12:53:00+00:00,2024-04-30 15:42:00+00:00,4,6
68,2024-04-30 15:57:00+00:00,2024-04-30 18:48:00+00:00,6,4
69,2024-04-30 15:08:00+00:00,2024-04-30 17:57:00+00:00,4,6
70,2024-04-30 18:12:00+00:00,2024-04-30 21:03:00+00:00,6,4
71,2024-04-30 17:23:00+00:00,2024-04-30 20:12:00+00:00,4,6
72,2024-04-30 20:27:00+00:00,2024-04-30 23:18:00+00:00,6,4
73,2024-04-30 19:38:00+00:00,2024-04-30 22:27:00+00:00,4,6
74,2024-04-30 22:42:00+00:00,2024-05-01 01:33:00+00:00,6,4
75,2024-04-30 21:53:00+00:00,2024-05-01 00:42:00+00:00,4,6
76,2024-05-01 00:57:00+00:00,2024-05-01 03:48:00+00:00,6,4
77,2024-05-01 00:08:00+00:00,2024-05-01 02:57:00+00:00,4,6
78,2024-05-01 03:57:00+00:00,2024-05-01 06:48:00+00:00,6,4
79,2024-05-01 03:08:00+00:00,2024-05-01 05:57:00+00:00,4,6
80,2024-04-30 06:00:00+00:00,2024-04-30 07:17:00+00:00,3,8
81,2024-04-30 08:01:00+00:00,2024-04-30 09:19:00+00:00,8,3
82,2024-04-30 08:15:00+00:00,2024-04-30 09:32:00+00:00,3,8
83,2024-04-30 10:16:00+00:00,2024-04-30 11:34:00+00:00,8,3
84,2024-04-30 10:30:00+00:00,2024-04-30 11:47:00+00:00,3,8
85,2024-04-30 12:31:00+00:00,2024-04-30 13:49:00+00:00,8,3
86,2024-04-30 12:45:00+00:00,2024-04-30 14:02:00+00:00,3,8
87,2024-04-30 14:46:00+00:00,2024-04-30 16:04:00+00:00,8,3
88,2024-04-30 15:00:00+00:00,2024-04-30 16:17:00+00:00,3,8
89,2024-04-30 17:01:00+00:00,2024-04-30 18:19:00+00:00,8,3
90,2024-04-30 17:15:00+00:00,2024-04-30 18:32:00+00:00,3,8
91,2024-04-30 19:16:00+00:00,2024-04-30 20:34:00+00:00,8,3
92,2024-04-30 19:30:00+00:00,2024-04-30 20:47:00+00:00,3,8
93,2024-04-30 21:31:00+00:00,2024-04-30 22:49:00+00:00,8,3
94,2024-04-30 21:45:00+00:00,2024-04-30 23:02:00+00:00,3,8
95,2024-04-30 23:46:00+00:00,2024-05-01 01:04:00+00:00,8,3
96,2024-05-01 00:00:00+00:00,2024-05-01 01:17:00+00:00,3,8
97,2024-05-01 02:01:00+00:00,2024-05-01 03:19:00+00:00,8,3
98,2024-05-01 03:00:00+00:00,2024-05-01 04:17:00+00:00,3,8
99,2024-05-01 05:01:00+00:00,2024-05-01 06:19:00+00:00,8,3
100,2024-04-30 06:00:00+00:00,2024-04-30 07:46:00+00:00,0,8
101,2024-04-30 08:01:00+00:00,2024-04-30 09:47:00+00:00,8,0
102,2024-04-30 08:15:00+00:00,2024-04-30 10:01:00+00:00,0,8
103,2024-04-30 10:16:00+00:00,2024-04-30 12:02:00+00:00,8,0
104,2024-04-30 10:30:00+00:00,2024-04-30 12:16:00+00:00,0,8
105,2024-04-30 12:31:00+00:00,2024-04-30 14:17:00+00:00,8,0
106,2024-04-30 12:45:00+00:00,2024-04-30 14:31:00+00:00,0,8
107,2024-04-30 14:46:00+00:00,2024-04-30 16:32:00+00:00,8,0
108,2024-04-30 15:00:00+00:00,2024-04-30 16:46:00+00:00,0,8
109,2024-04-30 17:01:00+00:00,2024-04-30 18:47:00+00:00,8,0
110,2024-04-30 17:15:00+00:00,2024-04-30 19:01:00+00:00,0,8
111,2024-04-30 19:16:00+00:00,2024-04-30 21:02:00+00:00,8,0
112,2024-04-30 19:30:00+00:00,2024-04-30 21:16:00+00:00,0,8
113,2024-04-30 21:31:00+00:00,2024-04-30 23:17:00+00:00,8,0
114,2024-04-30 21:45:00+00:00,2024-04-30 23:31:00+00:00,0,8
115,2024-04-30 23:46:00+00:00,2024-05-01 01:32:00+00:00,8,0
116,2024-05-01 00:00:00+00:00,2024-05-01 01:46:00+00:00,0,8
117,2024-05-01 02:01:00+00:00,2024-05-01 03:47:00+00:00,8,0
118,2024-05-01 03:00:00+00:00,2024-05-01 04:46:00+00:00,0,8
119,2024-05-01 05:01:00+00:00,2024-05-01 06:47:00+00:00,8,0
120,2024-05-01 06:25:00+00:00,2024-05-01 08:00:00+00:00,0,3
121,2024-05-01 08:15:00+00:00,2024-05-01 09:50:00+00:00,3,0
122,2024-05-01 08:40:00+00:00,2024-05-01 10:15:00+00:00,0,3
123,2024-05-01 10:30:00+00:00,2024-05-01 12:05:00+00:00,3,0
124,2024-05-01 10:55:00+00:00,2024-05-01 12:30:00+00:00,0,3
125,2024-05-01 12:45:00+00:00,2024-05-01 14:20:00+00:00,3,0
126,2024-05-01 13:10:00+00:00,2024-05-01 14:45:00+00:00,0,3
127,2024-05-01 15:00:00+00:00,2024-05-01 16:35:00+00:00,3,0
128,2024-05-01 15:25:00+00:00,2024-05-01 17:00:00+00:00,0,3
129,2024-05-01 17:15:00+00:00,2024-05-01 18:50:00+00:00,3,0
130,2024-05-01 17:40:00+00:00,2024-05-01 19:15:00+00:00,0,3
131,2024-05-01 19:30:00+00:00,2024-05-01 21:05:00+00:00,3,0
132,2024-05-01 19:55:00+00:00,2024-05-01 21:30:00+00:00,0,3
133,2024-05-01 21:45:00+00:00,2024-05-01 23:20:00+00:00,3,0
134,2024-05-01 22:10:00+00:00,2024-05-01 23:45:00+00:00,0,3
135,2024-05-02 00:00:00+00:00,2024-05-02 01:35:00+00:00,3,0
136,2024-05-02 00:25:00+00:00,2024-05-02 02:00:00+00:00,0,3
137,2024-05-02 02:15:00+00:00,2024-05-02 03:50:00+00:00,3,0
138,2024-05-02 03:25:00+00:00,2024-05-02 05:00:00+00:00,0,3
139,2024-05-02 05:15:00+00:00,2024-05-02 06:50:00+00:00,3,0
140,2024-05-01 07:16:00+00:00,2024-05-01 08:44:00+00:00,0,4
141,2024-05-01 08:59:00+00:00,2024-05-01 10:29:00+00:00,4,0
142,2024-05-01 09:31:00+00:00,2024-05-01 10:59:00+00:00,0,4
143,2024-05-01 11:14:00+00:00,2024-05-01 12:44:00+00:00,4,0
144,2024-05-01 11:46:00+00:00,2024-05-01 13:14:00+00:00,0,4
145,2024-05-01 13:29:00+00:00,2024-05-01 14:59:00+00:00,4,0
146,2024-05-01 14:01:00+00:00,2024-05-01 15:29:00+00:00,0,4
147,2024-05-01 15:44:00+00:00,2024-05-01 17:14:00+00:00,4,0
148,2024-05-01 16:16:00+00:00,2024-05-01 17:44:00+00:00,0,4
149,2024-05-01 17:59:00+00:00,2024-05-01 19:29:00+00:00,4,0
150,2024-05-01 18:31:00+00:00,2024-05-01 19:59:00+00:00,0,4
151,2024-05-01 20:14:00+00:00,2024-05-01 21:44:00+00:00,4,0
