Index,StartTime,EndTime,EndTimeOverlap,LBint,UBint,GAPint,NrSchedulesGenerated,NrUnassignedTrips,NrVehiclesRotation,MSecondsTotal,MSecondsMP,MSecondsPP,PPNetworkConstructionTime,PPNRSegments,MSecondsFilterMPVars,MSecondsFilterPPNodes,BranchingDepth,BranchingSize,Algorithm
0,2024-05-01 00:00:00+0000,2024-05-01 06:00:00+0000,2024-05-02 00:00:00+0000,124820,126162,0.0106389,4294967295,4,7,55,5,6,1,4,5,0,7,8,Trunc. CG
1,2024-05-01 06:00:00+0000,2024-05-01 12:00:00+0000,2024-05-02 06:00:00+0000,46866.3,46866.3,0,4294967295,0,7,18,4,0,0,4,0,0,0,1,Root-Solved
2,2024-05-01 12:00:00+0000,2024-05-01 18:00:00+0000,2024-05-02 12:00:00+0000,84408.2,84408.2,1.15508e-14,4294967295,2,6,33,12,0,0,4,1,0,1,2,Trunc. CG
3,2024-05-01 18:00:00+0000,2024-05-02 00:00:00+0000,2024-05-02 18:00:00+0000,84539.8,84686.5,0.00173156,4294967295,2,6,26,5,0,0,4,0,0,0,1,Trunc. CG
4,2024-05-02 00:00:00+0000,2024-05-02 06:00:00+0000,2024-05-03 00:00:00+0000,68540.4,69291.5,0.0108396,4294967295,1,7,33,4,1,1,4,1,0,4,5,Trunc. CG
5,2024-05-02 06:00:00+0000,2024-05-02 12:00:00+0000,2024-05-03 06:00:00+0000,47995.9,47995.9,0,4294967295,0,7,18,2,4,1,4,0,0,0,1,Root-Solved
6,2024-05-02 12:00:00+0000,2024-05-02 18:00:00+0000,2024-05-03 12:00:00+0000,84715.5,84958.4,0.00285881,4294967295,2,6,16,1,0,0,4,0,0,0,1,Trunc. CG
7,2024-05-02 18:00:00+0000,2024-05-03 00:00:00+0000,2024-05-03 18:00:00+0000,84931.1,85215.3,0.00333518,4294967295,2,6,21,2,0,0,4,1,0,1,2,Trunc. CG
8,2024-05-03 00:00:00+0000,2024-05-03 06:00:00+0000,2024-05-04 00:00:00+0000,68943.9,69271.1,0.00472255,4294967295,1,7,37,5,0,0,4,2,0,4,5,Trunc. CG
9,2024-05-03 06:00:00+0000,2024-05-03 12:00:00+0000,2024-05-04 06:00:00+0000,49444.6,49454.6,0.000202205,4294967295,0,7,21,4,0,0,4,0,0,0,1,Trunc. CG
10,2024-05-03 12:00:00+0000,2024-05-03 18:00:00+0000,2024-05-04 12:00:00+0000,85630.7,85630.7,0,4294967295,2,6,20,2,4,4,4,0,0,0,1,Root-Solved
11,2024-05-03 18:00:00+0000,2024-05-04 00:00:00+0000,2024-05-04 12:00:00+0000,80047.7,80047.7,0,4294967295,2,6,7,0,0,0,4,0,0,1,2,Trunc. CG
12,2024-05-04 00:00:00+0000,2024-05-04 06:00:00+0000,2024-05-04 12:00:00+0000,71211.4,71211.4,0,4294967295,2,5,3,0,0,0,4,0,0,0,1,Root-Solved
13,2024-05-04 06:00:00+0000,2024-05-04 12:00:00+0000,2024-05-04 12:00:00+0000,68996.8,69201.5,0.00295774,4294967295,2,5,2,0,0,0,4,0,0,0,1,Trunc. CG
