IndexPlanningHorizon,IndexBranchingNode,Iteration,LBfrac,UBfrac,GAPfrac,IntFound,LBint,UBint,GAPint,MSecondsMP,MSecondsPP,MSecondsAUXCG,MSecondsStrongBranching,MPSizeConstraints,MPSizeVariables,ColumnsAdded,PPNetworkConstructionTime,PPNetworkSizeNodes,PPNetworkSizeArcs,LazyConstraintAdded,BranchType,IndexParentBranchingNode,MSecondsFilterMPVars,MSecondsFilterPPNodes,VehicleID,TripID,MaintenanceID,FracValue,BranchValue
0,1,0,-1.79769e+308,880000,2.04283e+302,1,-1.79769e+308,880000,2.04283e+302,1,0,0,0,60,55,0,0,0,0,,,,,,,,,,
0,1,1,-224578,613404,1.36612,1,-224578,613404,1.36612,0,1,0,0,60,123,68,1,49,158,,,,,,,,,,
0,1,2,-224578,386504,1.58105,1,-224578,386504,1.58105,0,1,0,0,60,199,76,0,50,199,,,,,,,,,,
0,1,3,-224578,202174,2.11081,0,-224578,386504,1.58105,0,1,0,0,60,252,53,0,57,285,,,,,,,,,,
0,1,4,-224578,127112,2.76676,1,-224578,127112,2.76676,0,0,0,0,60,304,52,0,61,321,,,,,,,,,,
0,1,5,-224578,126307,2.77803,0,-224578,127112,2.76676,0,1,0,0,60,458,154,0,72,418,,,,,,,,,,
0,1,6,-224578,126028,2.78197,0,-224578,127112,2.76676,0,1,0,0,60,591,133,0,64,354,,,,,,,,,,
0,1,7,-224578,125045,2.79598,0,-224578,127112,2.76676,2,1,0,0,60,855,264,0,93,598,,,,,,,,,,
0,1,8,121747,124871,0.0250219,0,121747,127112,0.0422122,0,0,0,0,60,895,40,0,65,410,,,,,,,,,,
0,1,9,123794,124820,0.00821725,0,123794,127112,0.026104,0,0,0,0,60,911,16,0,58,363,,,,,,,,,,
0,1,10,124820,124820,0,0,124820,127112,0.0180349,0,0,0,0,60,911,0,0,51,270,,,,,,,,,,
0,1,,,,,,,,,,,,,,,,,,,,Trunc. CG,4294967295,0,0,,,,1.79769e+308,1.79769e+308
0,2,,,,,,,,,,,,,,,,,,,,VEHICLE_TRIP,1,0,0,,,,0.666667,1
0,2,4294967295,-1.79769e+308,1.79769e+308,inf,0,0,1.79769e+308,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
0,2,0,124820,124820,1.16583e-16,0,124820,127112,0.0180349,0,0,0,0,60,911,0,0,51,270,,,,,,,,,,
0,2,1,124820,124820,1.16583e-16,0,124820,127112,0.0180349,0,0,0,0,60,911,0,0,51,290,,,,,,,,,,
0,3,,,,,,,,,,,,,,,,,,,,VEHICLE_TRIP,2,0,0,,,,0.666667,1
0,3,4294967295,-1.79769e+308,1.79769e+308,inf,0,0,1.79769e+308,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
0,3,0,124820,124859,0.000312246,0,124820,127112,0.0180349,0,0,0,0,60,911,0,0,51,290,,,,,,,,,,
0,3,1,124820,124820,1.16583e-16,0,124820,127112,0.0180349,0,0,0,0,60,926,15,0,53,330,,,,,,,,,,
0,4,,,,,,,,,,,,,,,,,,,,VEHICLE_TRIP,3,0,0,,,,0.666667,1
0,4,4294967295,-1.79769e+308,1.79769e+308,inf,0,0,1.79769e+308,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
0,4,0,124820,124820,1.16583e-16,0,124820,127112,0.0180349,0,0,0,0,60,926,0,0,53,330,,,,,,,,,,
0,4,1,124820,124820,1.16583e-16,0,124820,127112,0.0180349,0,0,0,0,60,926,0,0,54,323,,,,,,,,,,
0,5,,,,,,,,,,,,,,,,,,,,VEHICLE_CHARGING_AFTER,4,0,0,,,,0.666667,1
0,5,4294967295,-1.79769e+308,1.79769e+308,inf,0,0,1.79769e+308,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
0,5,0,124820,124820,0,0,124820,127112,0.0180349,0,0,0,0,60,926,0,0,54,323,,,,,,,,,,
0,5,1,124820,124820,0,0,124820,127112,0.0180349,0,0,0,0,60,926,0,0,54,331,,,,,,,,,,
0,6,,,,,,,,,,,,,,,,,,,,VEHICLE_TRIP,5,0,0,,,,0.666667,1
0,6,4294967295,-1.79769e+308,1.79769e+308,inf,0,0,1.79769e+308,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
0,6,0,124820,138486,0.0986803,0,124820,127112,0.0180349,0,0,0,0,60,926,0,0,54,331,,,,,,,,,,
0,6,1,124820,124881,0.000485349,0,124820,127112,0.0180349,1,0,0,0,60,1033,107,0,60,433,,,,,,,,,,
0,7,,,,,,,,,,,,,,,,,,,,VEHICLE_TRIP,6,0,0,,,,0.666667,1
0,7,4294967295,-1.79769e+308,1.79769e+308,inf,0,0,1.79769e+308,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
0,7,0,124820,125403,0.00464735,0,124820,127112,0.0180349,1,0,0,0,60,1033,0,0,60,433,,,,,,,,,,
0,7,1,124820,124990,0.00135818,0,124820,127112,0.0180349,0,0,0,0,60,1056,23,0,61,426,,,,,,,,,,
0,8,,,,,,,,,,,,,,,,,,,,VEHICLE_MAINTENANCE,7,0,0,,,,0.5,1
0,8,4294967295,-1.79769e+308,1.79769e+308,inf,0,0,1.79769e+308,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
0,8,0,124820,126162,0.0106389,1,124820,126162,0.0106389,0,0,0,0,60,1056,0,0,61,426,,,,,,,,,,
0,8,1,124820,126162,0.0106389,0,124820,126162,0.0106389,0,0,0,0,60,1077,21,0,77,512,,,,,,,,,,
0,8,2,125892,126162,0.00214372,0,124820,126162,0.0106389,0,0,0,0,60,1078,1,0,60,414,,,,,,,,,,
1,1,0,-1.79769e+308,880000,2.04283e+302,1,-1.79769e+308,880000,2.04283e+302,0,0,0,0,60,55,0,0,0,0,,,,,,,,,,
1,1,1,-398298,276801,2.43893,1,-398298,276801,2.43893,0,0,0,0,60,164,109,0,49,152,,,,,,,,,,
1,1,2,-337044,122716,3.74655,1,-337044,122716,3.74655,0,0,0,0,60,246,82,0,52,192,,,,,,,,,,
1,1,3,-337044,57372.3,6.87469,0,-337044,122716,3.74655,0,0,0,0,60,396,150,0,64,309,,,,,,,,,,
1,1,4,-337044,48202.8,7.99221,0,-337044,122716,3.74655,1,0,0,0,60,564,168,0,67,351,,,,,,,,,,
1,1,5,-208805,47440.6,5.40141,0,-208805,122716,2.70154,1,0,0,0,60,708,144,0,69,365,,,,,,,,,,
1,1,6,41705.5,47046.6,0.113528,0,41705.5,122716,0.660145,1,0,0,0,60,773,65,0,65,356,,,,,,,,,,
1,1,7,44579.1,46866.3,0.0488008,1,44579.1,46866.3,0.0488008,1,0,0,0,60,814,41,0,60,287,,,,,,,,,,
1,1,8,45948.2,46866.3,0.0195881,0,45948.2,46866.3,0.0195881,0,0,0,0,60,840,26,0,67,349,,,,,,,,,,
1,1,9,46866.3,46866.3,0,0,46866.3,46866.3,0,0,0,0,0,60,840,0,0,52,247,,,,,,,,,,
2,1,0,-1.79769e+308,800000,2.24712e+302,1,-1.79769e+308,800000,2.24712e+302,0,0,0,0,55,51,0,0,0,0,,,,,,,,,,
2,1,1,-219632,123354,2.78049,1,-219632,123354,2.78049,0,0,0,0,55,184,133,0,41,145,,,,,,,,,,
2,1,2,-219632,107010,3.05244,0,-219632,123354,2.78049,0,0,0,0,55,340,156,0,49,280,,,,,,,,,,
2,1,3,-219632,98334.1,3.23353,0,-219632,123354,2.78049,0,0,0,0,55,503,163,0,51,320,,,,,,,,,,
2,1,4,-219632,87126,3.52085,1,-219632,87126,3.52085,1,0,0,0,55,641,138,0,56,366,,,,,,,,,,
2,1,5,-210070,87126,3.41111,0,-210070,87126,3.41111,0,0,0,0,55,768,127,0,65,397,,,,,,,,,,
2,1,6,-181658,84486.9,3.15013,1,-181658,84486.9,3.15013,1,0,0,0,55,898,130,0,67,359,,,,,,,,,,
2,1,7,82016.1,84481.5,0.0291827,1,82016.1,84481.5,0.0291827,1,0,0,0,55,1011,113,0,72,420,,,,,,,,,,
2,1,8,83386,84481.5,0.0129674,0,83386,84481.5,0.0129674,0,0,0,0,55,1036,25,0,62,367,,,,,,,,,,
2,1,9,83386,84481.5,0.0129674,0,83386,84481.5,0.0129674,8,0,0,0,55,1083,47,0,74,406,,,,,,,,,,
2,1,10,83775.7,84408.2,0.00749302,0,83775.7,84481.5,0.0083544,0,0,0,0,55,1110,27,0,58,322,,,,,,,,,,
2,1,11,84408.2,84408.2,0,0,84408.2,84481.5,0.000867882,0,0,0,0,55,1110,0,0,49,221,,,,,,,,,,
2,1,,,,,,,,,,,,,,,,,,,,Trunc. CG,4294967295,0,0,,,,1.79769e+308,1.79769e+308
2,2,,,,,,,,,,,,,,,,,,,,VEHICLE_TRIP,1,0,0,,,,0.5,1
2,2,4294967295,-1.79769e+308,1.79769e+308,inf,0,0,1.79769e+308,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
2,2,0,84408.2,84408.2,1.15508e-14,1,84408.2,84408.2,1.15508e-14,1,0,0,0,55,1110,0,0,49,221,,,,,,,,,,
2,2,1,84408.2,84408.2,0,0,84408.2,84408.2,1.15508e-14,0,0,0,0,55,1110,0,0,49,242,,,,,,,,,,
3,1,0,-1.79769e+308,840000,2.14011e+302,1,-1.79769e+308,840000,2.14011e+302,0,0,0,0,58,53,0,0,0,0,,,,,,,,,,
3,1,1,-289060,204888,2.41082,1,-289060,204888,2.41082,0,0,0,0,58,224,171,0,46,152,,,,,,,,,,
3,1,2,-289060,162479,2.77905,0,-289060,204888,2.41082,0,0,0,0,58,361,137,0,55,250,,,,,,,,,,
3,1,3,-289060,87288.2,4.31156,0,-289060,204888,2.41082,0,0,0,0,58,540,179,0,53,277,,,,,,,,,,
3,1,4,-289060,86812.9,4.32969,0,-289060,204888,2.41082,0,0,0,0,58,693,153,0,64,396,,,,,,,,,,
3,1,5,-289060,86812.9,4.32969,0,-289060,204888,2.41082,0,0,0,0,58,888,195,0,77,457,,,,,,,,,,
3,1,6,-289060,85602.1,4.37678,0,-289060,204888,2.41082,2,0,0,0,58,1089,201,0,83,487,,,,,,,,,,
3,1,7,-163707,85116.2,2.92333,0,-163707,204888,1.79901,1,0,0,0,58,1191,102,0,74,405,,,,,,,,,,
3,1,8,83074,84686.5,0.0190398,1,83074,84686.5,0.0190398,2,0,0,0,58,1239,48,0,61,389,,,,,,,,,,
3,1,9,84109.9,84686.5,0.00680836,0,84109.9,84686.5,0.00680836,0,0,0,0,58,1284,45,0,67,372,,,,,,,,,,
3,1,10,84539.8,84686.5,0.00173156,0,84539.8,84686.5,0.00173156,0,0,0,0,58,1286,2,0,52,273,,,,,,,,,,
3,1,,,,,,,,,,,,,,,,,,,,Trunc. CG,4294967295,0,0,,,,1.79769e+308,1.79769e+308
4,1,0,-1.79769e+308,860000,2.09034e+302,1,-1.79769e+308,860000,2.09034e+302,0,0,0,0,59,54,0,0,0,0,,,,,,,,,,
4,1,1,-269966,299862,1.9003,1,-269966,299862,1.9003,0,0,0,0,59,221,167,0,50,164,,,,,,,,,,
4,1,2,-269966,113022,3.38861,0,-269966,299862,1.9003,0,0,0,0,59,349,128,0,56,252,,,,,,,,,,
