Id,StartTime,EndTime,StartLocationID,EndLocationID
0,2024-04-30 06:00:00+00:00,2024-04-30 07:35:00+00:00,0,3
1,2024-04-30 07:50:00+00:00,2024-04-30 09:25:00+00:00,3,0
2,2024-04-30 06:57:00+00:00,2024-04-30 08:32:00+00:00,0,3
3,2024-04-30 08:47:00+00:00,2024-04-30 10:22:00+00:00,3,0
4,2024-04-30 07:54:00+00:00,2024-04-30 09:29:00+00:00,0,3
5,2024-04-30 09:44:00+00:00,2024-04-30 11:19:00+00:00,3,0
6,2024-04-30 08:51:00+00:00,2024-04-30 10:26:00+00:00,0,3
7,2024-04-30 10:41:00+00:00,2024-04-30 12:16:00+00:00,3,0
8,2024-04-30 09:48:00+00:00,2024-04-30 11:23:00+00:00,0,3
9,2024-04-30 11:38:00+00:00,2024-04-30 13:13:00+00:00,3,0
10,2024-04-30 10:45:00+00:00,2024-04-30 12:20:00+00:00,0,3
11,2024-04-30 12:35:00+00:00,2024-04-30 14:10:00+00:00,3,0
12,2024-04-30 11:42:00+00:00,2024-04-30 13:17:00+00:00,0,3
13,2024-04-30 13:32:00+00:00,2024-04-30 15:07:00+00:00,3,0
14,2024-04-30 12:39:00+00:00,2024-04-30 14:14:00+00:00,0,3
15,2024-04-30 14:29:00+00:00,2024-04-30 16:04:00+00:00,3,0
16,2024-04-30 13:36:00+00:00,2024-04-30 15:11:00+00:00,0,3
17,2024-04-30 15:26:00+00:00,2024-04-30 17:01:00+00:00,3,0
18,2024-04-30 14:33:00+00:00,2024-04-30 16:08:00+00:00,0,3
19,2024-04-30 16:23:00+00:00,2024-04-30 17:58:00+00:00,3,0
20,2024-04-30 15:30:00+00:00,2024-04-30 17:05:00+00:00,0,3
21,2024-04-30 17:20:00+00:00,2024-04-30 18:55:00+00:00,3,0
22,2024-04-30 16:27:00+00:00,2024-04-30 18:02:00+00:00,0,3
23,2024-04-30 18:17:00+00:00,2024-04-30 19:52:00+00:00,3,0
24,2024-04-30 17:24:00+00:00,2024-04-30 18:59:00+00:00,0,3
25,2024-04-30 19:14:00+00:00,2024-04-30 20:49:00+00:00,3,0
