Index,StartTime,EndTime,EndTimeOverlap,LBint,UBint,GAPint,NrSchedulesGenerated,NrUnassignedTrips,NrVehiclesRotation,MSecondsTotal,MSecondsMP,MSecondsPP,PPNetworkConstructionTime,PPNRSegments,MSecondsFilterMPVars,MSecondsFilterPPNodes,BranchingDepth,BranchingSize,Algorithm
0,2024-05-01 00:00:00+0000,2024-05-01 06:00:00+0000,2024-05-02 00:00:00+0000,124806,126091,0.0101897,4294967295,4,7,63,7,11,1,4,12,0,6,7,Trunc. CG
1,2024-05-01 06:00:00+0000,2024-05-01 12:00:00+0000,2024-05-02 06:00:00+0000,46484.3,46484.3,0,4294967295,0,7,33,10,7,0,4,0,0,0,1,Root-Solved
2,2024-05-01 12:00:00+0000,2024-05-01 18:00:00+0000,2024-05-02 12:00:00+0000,84346.2,84346.2,0,4294967295,2,6,25,8,4,0,4,0,0,0,1,Root-Solved
3,2024-05-01 18:00:00+0000,2024-05-02 00:00:00+0000,2024-05-02 18:00:00+0000,84413.5,84413.5,0,4294967295,2,6,17,4,2,0,4,0,0,0,1,Root-Solved
4,2024-05-02 00:00:00+0000,2024-05-02 06:00:00+0000,2024-05-03 00:00:00+0000,68576.3,69200.5,0.00901981,4294967295,1,7,51,20,10,0,4,2,0,2,3,Trunc. CG
5,2024-05-02 06:00:00+0000,2024-05-02 12:00:00+0000,2024-05-03 06:00:00+0000,47993.6,47993.6,0,4294967295,0,7,43,14,10,1,4,0,0,0,1,Root-Solved
6,2024-05-02 12:00:00+0000,2024-05-02 18:00:00+0000,2024-05-03 12:00:00+0000,84958.4,84958.4,1.0277e-15,4294967295,2,6,29,6,2,0,4,0,0,0,1,Root-Solved
7,2024-05-02 18:00:00+0000,2024-05-03 00:00:00+0000,2024-05-03 18:00:00+0000,84931.1,84931.1,1.71338e-16,4294967295,2,6,48,17,5,0,4,1,0,1,2,Trunc. CG
8,2024-05-03 00:00:00+0000,2024-05-03 06:00:00+0000,2024-05-04 00:00:00+0000,68613.9,69562.9,0.0136428,4294967295,1,7,57,11,6,0,4,6,0,5,6,Trunc. CG
9,2024-05-03 06:00:00+0000,2024-05-03 12:00:00+0000,2024-05-04 06:00:00+0000,49454.6,49454.6,4.06062e-14,4294967295,0,7,22,5,4,0,4,0,0,0,1,Root-Solved
10,2024-05-03 12:00:00+0000,2024-05-03 18:00:00+0000,2024-05-04 12:00:00+0000,85263.8,85542.1,0.00325308,4294967295,2,6,28,8,4,0,4,0,0,0,1,Trunc. CG
11,2024-05-03 18:00:00+0000,2024-05-04 00:00:00+0000,2024-05-04 12:00:00+0000,80231.3,80231.3,0,4294967295,2,6,7,0,0,0,4,0,0,0,1,Root-Solved
12,2024-05-04 00:00:00+0000,2024-05-04 06:00:00+0000,2024-05-04 12:00:00+0000,70919.6,71211.4,0.00409833,4294967295,2,5,2,0,0,0,4,0,0,0,1,Trunc. CG
13,2024-05-04 06:00:00+0000,2024-05-04 12:00:00+0000,2024-05-04 12:00:00+0000,69201.5,69201.5,0,4294967295,2,5,1,0,0,0,4,0,0,0,1,Root-Solved
