Id,StartTime,EndTime,MaintenanceLocationID,VehicleId
0,2024-04-30 06:00:00+00:00,2024-04-30 08:40:00+00:00,2,
1,2024-04-30 06:21:00+00:00,2024-04-30 09:01:00+00:00,2,
2,2024-04-30 06:42:00+00:00,2024-04-30 09:22:00+00:00,2,
3,2024-04-30 07:03:00+00:00,2024-04-30 09:43:00+00:00,2,
4,2024-04-30 07:24:00+00:00,2024-04-30 10:04:00+00:00,2,
5,2024-04-30 07:45:00+00:00,2024-04-30 10:25:00+00:00,2,
6,2024-04-30 08:06:00+00:00,2024-04-30 10:46:00+00:00,2,
7,2024-04-30 08:27:00+00:00,2024-04-30 11:07:00+00:00,2,
8,2024-04-30 08:48:00+00:00,2024-04-30 11:28:00+00:00,2,
9,2024-04-30 09:09:00+00:00,2024-04-30 11:49:00+00:00,2,
10,2024-04-30 09:30:00+00:00,2024-04-30 12:10:00+00:00,2,
11,2024-04-30 09:51:00+00:00,2024-04-30 12:31:00+00:00,2,
12,2024-04-30 10:12:00+00:00,2024-04-30 12:52:00+00:00,2,
13,2024-04-30 10:33:00+00:00,2024-04-30 13:13:00+00:00,2,
14,2024-04-30 10:54:00+00:00,2024-04-30 13:34:00+00:00,2,
15,2024-04-30 11:15:00+00:00,2024-04-30 13:55:00+00:00,2,
16,2024-04-30 11:36:00+00:00,2024-04-30 14:16:00+00:00,2,
17,2024-04-30 11:57:00+00:00,2024-04-30 14:37:00+00:00,2,
18,2024-04-30 12:18:00+00:00,2024-04-30 14:58:00+00:00,2,
19,2024-04-30 12:39:00+00:00,2024-04-30 15:19:00+00:00,2,
20,2024-04-30 13:00:00+00:00,2024-04-30 15:40:00+00:00,2,
21,2024-04-30 13:21:00+00:00,2024-04-30 16:01:00+00:00,2,
22,2024-04-30 13:42:00+00:00,2024-04-30 16:22:00+00:00,2,
23,2024-04-30 14:03:00+00:00,2024-04-30 16:43:00+00:00,2,
24,2024-04-30 14:24:00+00:00,2024-04-30 17:04:00+00:00,2,
25,2024-04-30 14:45:00+00:00,2024-04-30 17:25:00+00:00,2,
26,2024-04-30 15:06:00+00:00,2024-04-30 17:46:00+00:00,2,
27,2024-04-30 15:27:00+00:00,2024-04-30 18:07:00+00:00,2,
28,2024-04-30 15:48:00+00:00,2024-04-30 18:28:00+00:00,2,
29,2024-04-30 16:09:00+00:00,2024-04-30 18:49:00+00:00,2,
