Id,BatteryMinKWh,BatteryMaxKWh,InitialChargerID,InitialStartTime,InitialSOC,ChargingSpeedVolts,ChargingSpeedAmps,NumberPlate,OdometerReading,OdometerLastMaintenance,InRotation,Cost,kwh_per_km
0,38,250,0,2024-05-01 00:00:00+00:00,38,600,250,A0,89668,89494,0,5000,0.92
1,38,250,0,2024-05-01 00:00:00+00:00,38,600,250,A1,253267,252800,0,5000,0.96
2,38,250,0,2024-05-01 00:00:00+00:00,38,600,250,A2,290249,289663,0,5000,0.97
3,38,250,0,2024-05-01 00:00:00+00:00,38,600,250,A3,293486,293313,0,5000,0.97
4,38,250,0,2024-05-01 00:00:00+00:00,38,600,250,A4,107139,106708,0,5000,0.92
5,42,281,0,2024-05-01 00:00:00+00:00,42,600,200,B0,59880,59483,0,6000,0.88
6,42,281,1,2024-05-01 00:00:00+00:00,42,600,200,B1,291459,291228,0,6000,0.94
7,42,281,0,2024-05-01 00:00:00+00:00,42,600,200,B2,75405,74489,0,6000,0.89
8,42,281,1,2024-05-01 00:00:00+00:00,42,600,200,B3,112948,112683,0,6000,0.89
9,42,281,0,2024-05-01 00:00:00+00:00,42,600,200,B4,138419,137906,0,6000,0.9
10,94,621,1,2024-05-01 00:00:00+00:00,94,600,400,E0,277506,277244,0,15000,1.21
11,94,621,0,2024-05-01 00:00:00+00:00,94,600,400,E1,277614,277291,0,15000,1.21
12,94,621,1,2024-05-01 00:00:00+00:00,94,600,400,E2,214394,213942,0,15000,1.2
13,94,621,0,2024-05-01 00:00:00+00:00,94,600,400,E3,245165,245004,0,15000,1.21
14,94,621,1,2024-05-01 00:00:00+00:00,94,600,400,E4,161506,161109,0,15000,1.19
15,94,621,0,2024-05-01 00:00:00+00:00,94,600,400,E5,197367,197043,0,15000,1.2
16,94,621,1,2024-05-01 00:00:00+00:00,94,600,400,E6,61770,61280,0,15000,1.16
17,94,621,0,2024-05-01 00:00:00+00:00,94,600,400,E7,199777,199517,0,15000,1.2
18,94,621,1,2024-05-01 00:00:00+00:00,94,600,400,E8,210289,209746,0,15000,1.2
19,94,621,0,2024-05-01 00:00:00+00:00,94,600,400,E9,256659,256076,0,15000,1.21
20,94,621,1,2024-05-01 00:00:00+00:00,94,600,400,E10,286165,285327,0,15000,1.22
21,94,621,0,2024-05-01 00:00:00+00:00,94,600,400,E11,26396,26238,0,15000,1.15
22,94,621,1,2024-05-01 00:00:00+00:00,94,600,400,E12,124553,123828,0,15000,1.18
23,94,621,0,2024-05-01 00:00:00+00:00,94,600,400,E13,155804,155275,0,15000,1.19
24,94,621,1,2024-05-01 00:00:00+00:00,94,600,400,E14,40070,39540,0,15000,1.16
